words,GT,category
"With regard to climate change, which is one of Nissan(cid:96)s key issues, the new goal has been set to achieve carbon neutrality across the vehicle life cycle including procurement by 2050, and strategic areas have been identified for achieving it.",0,auto
"The regional results from our stakeholder engagement survey and events are analyzed to address differences and guide, globally, the review of potential updates in FCAs material sustainability topics.",0,auto
These processes and systems serve as the foundation for delivering on our sustainability strategy and integrating ESG issues into our business decisions.,0,auto
"In addition, the Report discloses the business results, decisions, key performance and future plans on material topics in terms of sustainability during the reporting period.",0,auto
Reduction of Carbon Emissions 26.,0,auto
"We believe our efforts should contribute to the achievement of certain SDGs, notably Goal 13 Take urgent action to combat climate change and its impacts; Goal 7 Ensure access to affordable, reliable, sustainable and modern energy for all; and Goal 3 Ensure healthy lives and promote well-being for all at all ages.",0,auto
"In 2020, no on-site sustainability audits were conducted, however, we gained the support of our service provider to perform evidence validation for supplier SAQ submissions, which has been a key new function to supplement on-site audits.",0,auto
"The networks also support the Sustainability Teams by incorporating sustainability elements into the business strategy and supporting sustainability communication, planning and reporting.",0,auto
"Subaru Health Declaration Purpose In pursuit of becoming a company delivering happiness to all and based on our Global Sustainability Policy of striving to maintain and advance the workplace environment so that employees can work safely in peace, and with a sense of satisfaction, SUBARU CORPORATION, the Subaru Labor Union, and the Subaru Health Insurance Association jointly released the Health Declaration in October 2020 with the intent that the three parties work in unison toward health.",0,auto
"In particular, we are resolving social issues with a spirit of challenge that transcends conventional thinking in areas we define as five sustainability values customer, environment, collaboration, people, and community.",0,auto
"Ninety-five percent of our carbon emissions today come from our vehicles, operations and suppliers, and were tackling all three areas with urgency and optimism.",0,auto
"Outreach through symposia, webinars and other events on sustainability-related topics.",0,auto
We will realize a carbon-neutral future by promoting the electrification of automobiles and pursuing the sustainability of our business activities in line with the expansion of renewable energy and charging infrastructure in society.,0,auto
One key initiative established in 2021 to drive engagement at GM is the Sustainability Ambassador Program (SAP).,0,auto
"Corporate Sustainability Employee Engagement In September 2021, a new team was formed to support education and engagement globally.",0,auto
We are pursuing vehicle-use CO2 targets consistent with carbon neutrality and the SBTi.,0,auto
