words,GT,category
"For historical data and information previously published and over which the independent auditor carried out a limited assurance engagement, please refer to 2019, 2018 and 2017 Sustainability Reports respectively.",0,auto
Educational Resources Learning and education are key contributors to sustainability.,0,auto
"We are committed to delivering engaging, worthwhile and sustainable mobility to people and acknowledge that, for this to be achieved, the human rights of all stakeholders must be respected and all employees must act while upholding the highest ethical standards.",0,auto
"GRI102-11 GRI102-26 GRI102-27 GRI102-28 GRI102-31 GRI102-32 GRI103-2 GRI103-3 INTERNAL EFFORTS TO PROMOTE SUSTAINABILITY Company-wide management of specific activities under Nissans sustainability strategy, from setting goals to monitoring progress, is the responsibility of the Global Sustainability Steering Committee chaired by the companys Chief Sustainability Officer (CSO).",0,auto
This Sustainability Report details our sustainability performance for 2019 and early 2020.,0,auto
The Company has defined a compensation system that involves several components.,0,auto
"Requiring Legal Compliance from Suppliers Honda seeks to strengthen sustainability, including compliance, throughout the supply chain.",0,auto
"PROMOTING ENVIRONMENTAL PROTECTION To promote biodiversity and encourage sustainability dialogue, 100 FCA employees participated in a special World Environment Day event at the former FCA proving ground site within La Mandria Park (Italy).",0,auto
"As a National Green Plant, sustainable production is at the core of our production and is fully integrated into our strategic goals.",0,auto
Targets associates engaged in production and quality duties to learn the quality control techniques and approaches required for quality assurance activities.,0,auto
"In addition, we are already hard at work incorporating new sustainability goals into our business strategy.",0,auto
They were all present to witness our fruitful progress and our plan to empower the future of sustainable development.,0,auto
"The GRI Sustainability Reporting Standards offer an international reference for the disclosure of governance approach and of the environmental, social and economic performance and impacts of organizations.",0,auto
"The maximum total amount of monetary compensation related to long-term incentives is 200 million yen per year, within the abovementioned limitation, by a resolution passed at the 86th Ordinary General Meeting of Shareholders, held in June 2017.",0,auto
The Compensation Committee considers ESG performance when making compensation determinations for certain members of management.,0,auto
The Sustainability Boulevard is a virtual platform which engages employees by testing their sustainability knowledge and offering ways they can contribute to the Companys sustainability profle.,0,auto
"Packaging ranged 92 from 33 percent to 95 percent recycled material, with the remaining material coming from ethically forested sources certified by the Sustainable Forestry Initiative (SFI).",0,auto
"The Committees members included the Chief Audit, Sustainability and Compliance Officer, the General Counsel, the Chief Human Resources Officer and the Chief Financial Officer, and was supported by regional Ethics and Compliance Committees.",0,auto
