words,GT
"TO IMPROVE THE QUALITY OF THE REPORTING INFORMATION DISCLOSURE: the Regulations on the preparation of the Sustainability Report of LUKOIL Group were developed1; in cooperation with the Decarbonization and Climate Change Adaptation Task Force of PJSC LUKOIL, the work on integrating TCFD recommendations into climate reporting has begun.",0
"The potential for reducing GHG emissions in the Russian energy sector through energy efficiency, new technologies, and other promising projects has also been analyzed.",0
"UNEP, 2021; Climate Action Tracker data 2 Climate neutrality means that GHG emissions into the atmosphere must be reduced to zero or offset by their absorption, use, capture and disposal.",1
"Having set our strategic target of reducing GHG emissions across the LUKOIL Group by 2030, we pursue the LUKOIL Group Sustainability Policy and SDG 13, address global challenges and analyze business opportunities.",0
"The Company has created and continues to improve its GHG emissions management system, and has established an end-to-end Decarbonization and Climate Change Adaptation business process that combines processes such as planning and goal setting, management of risks and opportunities for the Companys development in the context of climate change, assessment of measures to reduce GHG emissions and climate In 2021, LUKOIL supported the TCFD initiative, committing to follow the recommendations regarding the voluntary disclosure of information on the management of climate-related risks and opportunities for the Companys development in the context of climate change, as well as a financial assessment of their business impact.",0
"In 2021, to adopt a uniform approach to identifying and assessing climate-related risks and opportunities of the development in the context of climate change, the Company developed the Framework for Financial Assessment of Climate-Related Risks in accordance with the TCFD recommendations and made considerable efforts to classify risks and integrate them into the risk management corporate information system (CIS RCA).",1
"For reporting purposes, the risk categories are given in accordance with the TCFD classification.",1
"DECARBONIZATION PROGRAM As part of further development of the GHG accounting system and achievement of the voluntary climate goal declared by the Company, in 2021 LUKOIL Groups Decarbonization Program for was developed on the basis of the recommendations made in the assessment reports of the Intergovernmental Panel on Climate Change (IPCC) and the World Meteorological Organization (WMO)1.",1
Our goal is to reduce controlled GHG emissions (Scope 1 + Scope 2) by 20% compared to the 2017 level.,1
We consider improving energy efficiency and the optimal use of energy resources among the main measures to reduce controlled GHG emissions.,0
Data have been calculated within the reporting boundaries for GHG emissions.,1
The dynamics of specific GHG emissions in all business sectors are determined by the same fact.,0
For more information on the boundaries of accounting for GHG emissions and indicators broken down by various criteria see the ESG data reference book (Appendix 9).,0
Growing GHG emissions in the Transportation business sector in 2021 were due to the emergence of new sources of GHG emissions at LLC LUKOIL-Trans (water transport).,0
Specific GHG emissions produced by electricity generation entities have been calculated net of LLC LUKOIL-Energoseti (business activity electric energy transmission).,0
Increased specific GHG emissions in all business sectors in 2020 are due to the following factors: cut-back in production as a result of the COVID-19 pandemic and the need to maintain production facilities and processes in good operating condition; sophistication of production processes and advancement of refinery yields at oil refining and petrochemical entities.,0
"In 2021, the ratio of the GHG emissions for grid-connected electricity (based on the data obtained from JSC Administrator of the Trade System of the Wholesale Power Market) was applied to Russian organizations.",0
"REDUCTION OF GHG EMISSIONS Thanks to the changes made to the system of heat and electric energy supply to the facility, a significant reduction in GHG emissions was achieved.",0
"Oil and Gas Industry Guidance on Voluntary Sustainability Reporting, 2020; SASB (Sustainability Accounting Standards Board) reporting standards.",1
"The Basic Performance Indicators of RSPP and Responsibility and Transparency and Sustainable Development Vector indices of the Moscow Exchange RSPP; UNDP (United Nations Development Programme) SDG Impact Standards for Enterprise 2021; Recommendations of the Task Force on Climate-related Financial Disclosures (TCFD); United Nations Global Compact; Guidance on Core Indicators for Entity Reporting on Contribution towards Implementation of the Sustainable Development Goals, UNCTAD, 2019.",1
SASB Content Index 4042 Programs for upgrading employee skills and transition assistance programs PROGRAMS FOR UPGRADING EMPLOYEE SKILLS Type of training Training programs and courses Internal training courses External training or education DLS.,0
"Analysis of the activities related to these targets Description of the environmental management system Total gross GHG emissions, including the share of methane.",0
The share of emissions by countries with legal regulation of GHG emissions.,0
PJSC LUKOIL discloses data on GHG emissions (Scopes 1 and 2) based on the operational control criterion.,1
"Organizational GHG emissions reporting boundaries (Scope 1 + Scope 2) for the Russian entities include all of the Oil and Gas Production entities, all of the Oil Refining and Petrochemicals, and Power Generation entities, all of the Oil Product Supply entities (Scope 2 only), as well as LLC LUKOIL-KGPZ (as part of LLC LUKOIL-Volgogradneftepererabotka), LLC LLK-International and 3 Transportation entities.",1
Data was calculated within GHG reporting boundaries (only Russian entities included).,1
"REDUCTION OF GHG EMISSIONS RESULTING FROM RENEWABLE ENERGY CONSUMPTION BY GROUP ENTITIES AND EXTERNAL CONSUMERS Unit of measurement 2017 2018 2019 2020 Avoided GHG emissions Reduced GHG emissions tonnes of CO2e tonnes of CO2e 334,411 5,573 2021 Reporting system 436,435 GRI 305-5 6,372 Notes.",0
Energy consumption for production purposes was calculated within the GHG emissions reporting boundaries (Scope 1+2).,1
"Reduction of GHG emissions, application of the Zero Discharge principle, environmental monitoring of the offshore deposits, social support program.",0
"This aim relates to our Scope 1 (from running the assets within our operational control boundary) and Scope 2 (associated with producing the electricity, heating and cooling that is bought in to run those operations) GHG emissions.",1
"The weighted average GHG emissions per unit of energy delivered (in grams CO2e/MJ), estimated in respect of marketing sales of energy products.",0
"GHG emissions are estimated on a lifecycle basis covering production, distribution and use of the relevant products (assuming full stoichiometric combustion of the product to CO2).",0
This included support for a market-based approach to accelerate GHG emissions reductions and the direct regulation of methane emissions.,0
"On 12 February 2020, we declared our support for the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD).",1
We intend to work constructively with the TCFD and others such as the Sustainability Accounting Standards Board (SASB) to develop good practices and standards for transparency.,1
"For example, we: Published our SASB index, reporting against metrics from the Oil & Gas Exploration & Production standard.",1
"Read more: Developing scenarios Our chief economist contributed to work requested by the TCFD from the WBCSD (World Business Council for Sustainable Development) Climate Scenario Analysis Reference Approach for Companies in the Energy System, to develop business-relevant approaches to climate scenario analysis that support and inform disclosures about strategic resilience.",0
We have drawn on the Catalogue to conduct our scenario analysis as part of our TCFD reporting.,1
Science-Based Targets initiative We engaged with the Science-Based Targets initiative (SBTi) as they developed their Net Zero Standard.,1
"Transition Pathway Initiative We engage with the Transition Pathway Initiative to help provide comparability and transparency around the quality of companies management of GHG emissions, low carbon transition risks and opportunities.",1
"We describe how we have made disclosures against the TCFDs recommendations and recommended disclosures in our annual report and online at Global Reporting Initiative (GRI) standards We report in line with the core option of the GRI standards, including the GRI tax standard.",1
SASB standards We take the SASB oil and gas exploration and production standard into account when making disclosures as part of our response to growing demand for non-financial information to help benchmark corporate performance.,1
"For example, Chevron discloses GHG emissions data and established carbon intensity reduction targets on an equity basis covering GHG emissions from company-operated and nonoperated joint ven tures.",1
"Despite having less control over nonoperated joint ventures, transparently communicating our progress toward achieving global GHG emissions reduction goals is the right thing to do.",0
"To deter mine which metrics to include, we consider the reporting guidance, indicators and terminology of the SASB, Task Force on Climate-related Financial Disclosures (TCFD), Sustainability Reporting Guidance for the Oil and Gas Industry (2020) by Ipieca, the International Association for Oil & Gas Producers and the American Petroleum Institute, as well as other leading reporting frameworks.",1
Discussions with investors have shaped our reporting and led us to utilize SASB and TCFD frameworks for sustainability disclosures.,1
"Beginning in 2019, we enhanced our reporting by aligning our performance data table with the recommen dations of the SASB voluntary framework, as reflected in our SASB index column.",1
We have identified nearly 100 GHG abatement projects and plan to spend more than $300 million in 2022.,0
This MACC approach has provided other companies and gov ern ments with investment insights that focus on achieving the greatest volume of GHG reductions at the least cost to society.,1
We helped the American Petroleum Institute develop a voluntary template for oil and gas companies to report core GHG emissions data to enable greater comparability in climate-related reporting.,0
Full value chain carbon accounting We believe transparent data and policies enable consumer choice and the most efficient GHG reductions.,0
"Responsible lower carbon energy In collaboration with Pavilion Energy and QatarEnergy, we jointly developed a liquefied natural gas (LNG) carbon-footprinting methodology for delivered cargoes to help advance a standard for GHG product-level accounting.",0
"Our planned GHG reduction projects include opportunities to reduce vent ing, such as a nitrogen blanket system for the tank farm at Tengizchevroil (TCO), and to reduce flaring, which also reduces methane emissions.",0
"The companies hope to create a common, more transparent model for analyzing potential GHG reductions that could be adopted by others.",1
"Strengthen operational GHG emissions reduction initiatives by identifying emissions hotspots, implementing resource efficiency best practices, encouraging innovation and disclosing progress.",0
A Corporate Accounting and Reporting Standard (2015) definition of three scopes to report GHG emissions.,1
"The indices are based solely on Chevrons interpretation and judgment and do not indicate the application of definitions, metrics, measure-ments, standards or approaches set forth in the SASB and Ipieca frameworks.",0
"In this years Corporate Sustainability Report, we added a new table that tracks our progress toward our 2028 GHG emissions intensity targets.",0
"In line with our approach to provide comparable and transparent data, we developed the portfolio carbon intensity (PCI) methodology to enable the comparison of Scope 1, 2 and 3 GHG emissions of companies that may participate in different parts of the value chain.",1
"In addition, we are also providing a separate GHG data performance table based on the API Template for GHG Reporting (March 2022) and API Guidance Document for GHG Reporting (March 2022).",1
"Operated GHG emissions, environmental performance, and workforce health and safety tables include data from Tengizchevroil and the Partitioned Zone between Saudi Arabia and Kuwait.",0
Additional information and a copy of Chevrons API-aligned GHG Reporting Template will be available at ESG data quality The accuracy of the information reflected in our report is important to us.,0
"In some cases, Ipieca elements and SASB metrics referenced are partially reported.",1
"For reporting, Chevron includes indirect sources of GHG emissions within Scope1 that are outside of the traditional Scope1 definition such as GHG emissions from processes like drilling and completions, and tolling agreements up to the point of third-party custody transfer of the oil or gas product.",1
Direct GHG emissions related to production of energy in the form of electricity or steam exported or sold to a third party are included in the reported Scope1 emissions to align with Ipiecas Sustainability Reporting Guidance for the Oil and Gas Industry (2020).,1
Direct GHG emissions related to production of energy in the form of electricity or steam exported or sold to a third party are included in the reported Scope1 emissions for each segment.,1
"PCI definition: Estimated energy-weighted average GHG emissions intensity from a simplified value chain from the production, refinement, distribution and end use of marketed energy products per unit of energy delivered.",0
Units: Grams of carbon dioxide-equivalent GHG emissions per megajoule of energy delivered (g CO2e/MJ) on a higher-heating-value basis to align with prior frameworks on gas value chain emissions and with heating values commonly used in commercial contracts.,0
"The PCI is calculated on an annual basis as the weighted-average GHG intensity of energy delivered across gas, natural gas liquid (NGL), oil, biofuel, hydrogen and lower carbon power products.",1
"For all products that a company produces or refines, the PCI methodology uses the companys equity GHG emissions and corresponding GHG intensity.",1
"Biofuels, hydrogen and lower carbon power: GHG emissions are calculated based on third-party lifecycle assessments and the energy provided by Chevron in the most recent year.",0
"Inputs are collected from financial disclosures and public GHG reporting, with the exception of the biofuels component.",0
"Net GHG removal emissions associated with CCUS represent the volume of emissions that would be permanently sequestered underground or utilized in other products with a deduction for supply chain emissions associated with capture, transport or storage.",0
"For reporting, Chevron includes indirect sources of GHG emissions within Scope1 that are outside of the traditional Scope1 definition, such as GHG emissions from processes like drilling and completions, and tolling agreements up to the point of third-party custody transfer of the oil or gas product.",1
Net GHG removal emissions associated with CCUS and offsets represent the volume of emissions that would be sequestered or utilized in other products.,0
GHG emissions associated with CCUS or offset value chains would be netted from the reductions associated with the activity.,0
"This report contains terms used by Ipieca and SASB, as well as information about how the disclosures in this report align with the recom mend ations of Ipieca and SASB.",1
Chevron makes no representation or warranty as to Ipieca or SASBs use or definition of specific terms or recommendations.,0
"Net GHG Lifecycle Emissions (Scope 1, 2 and 3) 4.",0
"RISK MANAGEMENT Risks related to climate change are analysed, assessed and managed by considering the aspects identified in the Task force on Climate-related Disclosures (TCFD) recommendations, which refer both to the risks related to energy transition (market scenario, regulatory technological evolution, reputation issues) and to physical risk (acute and chronic) associated with climate change.",1
"These indicators refer to a distinctive GHG accounting methodology that considers all energy products managed by Eni's various including purchases from third parties, and all the emissions they generate businesses, illustrate along the entire supply chain (Scope 1+2+3), according to a well-to-wheel approach.",1
"SCOPE 1 GHG EMISSIONS Direct GHG emissions from the Companys operations from sources owned or controlled by the Company SCOPE 2 GHG EMISSIONS Indirect GHG emissions from the generation of electricity, steam and heat purchased from third parties and consumed by assets owned or controlled by the Company.",1
Eni for 2021-Carbon Neutrality by 2050 is prepared in line with the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD).,1
"In addition, GHG Scope 1 and Scope 2 emissions are also subject to a reasonable assurance by the same external auditing company (PwC), with the aim of guaranteeing an even greater solidity of these data having strategic relevance for Eni.",1
Our teams have successfully reduced operated oil sands GHG emissions intensity (GHGi) by more than 20 per cent since 2013.,0
"We continue to focus on our performance and our target of reducing GHGi by 10 per cent in 2023, compared to 2016 levels, is in sight.",0
"A 2020 life cycle assessment study led by Stanford University, the University of Calgary, and the University of Toronto, revealed that our Kearl oil sands operation GHG emissions intensity is better than the global upstream crude average and continues to improve.",0
"Today, Kearls mining operations are better than the global upstream crude average of greenhouse gas emissions intensity (GHGi) per barrel and getting better.",0
Our climate content is guided by the Financial Stability Boards Task Force on Climate-Related Financial Disclosures (TCFD).,1
TCFD elements are flagged throughout the report.,1
The company provides an annual report to the PP&CR Committee on environmental performance including GHG emissions.,0
"These technologies will have a smaller footprint, use less water and could lower GHGi (up to 25 to 90 per cent improvement).",0
"Since 2013, Imperial has reduced the GHGi in our operated oil sands by greater than 20 per cent.",0
"By matching the right technology to the appropriate reservoir type and production phase, we are able to deliver economically efficient production with lower GHGi through the use of light hydrocarbons (solvents) instead of steam.",0
"Nonetheless, in 2020, Imperial successfully started operation of the newly constructed cogeneration unit, which will supply up to 80 per cent of the refinerys electricity needs and reduce province-wide GHGs by approximately 112,000 tonnes per year.",0
These fuels have the potential to significantly reduce GHG emissions for our customers and meet this energy need.,0
Every step that emits any type of GHG emission would therefore be included to properly estimate the GHG emissions impact.,0
Life cycle assessment (GHG emissions) for petroleum-based products 20-30% GHG emissions (53) Crude production Initial processing Crude transport Crude refining Refined product transport Imperials Cold Lake operations produce crude ideally suited for asphalt production.,0
"This study, using real operational data to improve upon open source model GHG estimates or ground truthing, could not have been successful without the collaboration of these knowledgeable participants.",0
"The published report, demonstrating GHG performance of various oil sands technologies including Imperials paraffinic froth treatment (PFT) and solvent assisted-steam assisted gravity drainage (SA-SAGD) processes, was released in December 2020.",0
We have plans for more improvement and are focused on the achievement of our target to reduce GHGi by 10 per cent by the end of 2023 relative to 2016 levels (Scope 1 and 2).,1
Piloting boiler flue gas heat and water recovery to use less energy resulting in GHGi reductions and water recovery at Kearl.,0
This technology enables GHGi and water intensity reductions by adding low concentrations of diluent to injected steam.,0
GHG emissions third-party audited.,0
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 55 TCFD framework This report is aligned with the core elements of the framework developed by the Financial Stability Boards Task Force on Climate-related Financial Disclosures (TCFD), designed to encourage the informed conversation society needs on these important issues.",1
"Disclose Scope 1, Scope 2 and, if appropriate, Scope 3 GHG emissions, and the related risks.",1
"As we continue to invest in technologies to reduce GHG emissions intensity, we expect to see improvements in other air emissions as well.",0
Greenhouse Gas (GHG) emissions were quantified based on applicable provincial and federal regulations.,1
GHG emissions calculated as sum of direct emissions and emissions associated with imported electricity less (minus) emissions associated with exported electricity.,0
GHG emissions intensity is the ratio of GHG emissions to production or throughput.,0
"Although this resulted in a slight uptick in our GHGi metric for 2019, we remain on track and focused on our 2023 target.",0
Compared with 2016 operated oil sands GHGi.,0
"This section fulfills the recommendations of the Task Force on Climate-Related Financial Disclosures (TCFD), to which the Company adhered in April 2018.",1
Regularly oversee implementation of the strategy and review GHG emissions and the Carbon Intensity Indicator and the fulllment of climate change mitigation targets.,1
"It is worth pointing out the recent publication by the European Commission of the Fit for 55 legislative package, which aims to reduce GHG emissions by 55% by 2030 compared to 1990, as an intermediate step towards achieving emissions neutrality throughout the European Union by 2050 (European Green Deal).",1
"There are many examples of how the Digital Program is enabling all businesses to reduce energy consumption and emissions, which is actively contributing to SDG 13, Climate action: At Upstream, GHGMeasurementandReporting was implemented in 2021, which is a standardized model for calculating greenhouse gas emissions at all operated assets.",1
The plan is to extend the system to include non-GHG emissions in 2022.,0
"In this section, the numeric references in parenthesis correspond to GRI and SASB indicators.",1
Estimate and report material upstream and downstream (GHG Protocol Scope 3) emissions where appropriate.,1
"Items and metrics TCFD implementation Description of items/ metrics Reference in Integrated Management Report, Reports or website GRI Indicator / Law 11/2018 Section 6.",0
TCFD Index Fully implement the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD).,1
"We expect that a growing share of our GHG emissions will be subject to regulation, resulting in increased compliance costs and operational restrictions.",0
Climate change and risks resulting from GHG emissions are reviewed and managed in accordance with other significant risks through the Board and Executive Committee.,1
We have established several dedicated climate change and GHG-related forums at different levels of the organisation.,0
This is the total mass of GHG emissions reduced by interventions that lead tosustained drops in emissions.,0
Shell has supported the recommendations of the Task Force onClimate-related Financial Disclosures (TCFD) since 2017.,1
"The TCFDrequires disclosure of qualitative and quantitative information aligned to its core four elements governance, strategy, risk management, and metrics and targets.",0
The TCFD aims to improve the disclosure of climate-related risks and opportunities and provide stakeholders with the necessary information to undertake robust and consistent analyses of the potential financial impacts of climate change.,1
We set out below our climate-related financial disclosures consistentwith all of the TCFD recommendations and recommended disclosures.,1
By this we mean the four TCFD recommendations andthe 11 recommended disclosures set out in Figure 4 of Section Cofthe report entitled Recommendations of the Task Force on Climate-related Financial Disclosures published in June 2017 by the TCFD.,1
"This committee is tasked with ensuring that greenhouse gas(GHG) emissions measures, both absolute emissions and carbon intensity, and associated metrics, comply with all regulatory and legalrequirements.",1
"These include our Carbon Management Framework, carbonpricing, and the Greenhouse Gas (GHG) and Energy Management Manual.",1
Certain assets are required to identify GHG abatement opportunities and reflect them in their annual business plans.,0
"Definition Scope 1, 2 and 3 emissions We follow the GHG Protocols Corporate Accounting and Reporting Standard, which defines three scopes of GHG emissions: Scope 1: direct GHG emissions from sources that are owned Scope 2: indirect GHG emissions from generation of purchased orcontrolled by Shell.",1
"Scope 3: other indirect GHG emissions, including emissions associated with the use of energy products sold by Shell.",1
Greenhouse gas and energy management Each Shell entity and Shell-operated venture is responsible for thedevelopment of their GHG and energy management plans.,0
"This update streamlines accountabilities for GHG and energy management within businesses, assets and projects, tightening the process for analysing our emissions, benchmarking performance, identifying improvement opportunities, and forecasting future performance.",0
Shells GHG and energy management process is integrated into ourannual business planning cycles to provide leadership with the robust information required to make decisions on GHG reduction opportunities and portfolio choices required to achieve our decarbonisation targets.,0
"We also created the position of a Global Process Owner for GHGand energy management within our Safety, Environment andCarbon, and Asset Management (SEAM) organisation.",0
"TheGlobal Process Owner is responsible for working across Shellbusinesses to ensure the GHG and energy management requirements are adopted and embedded in business operations, planning, and performance management processes.",0
Our GHG & Energy Management process is integrated into our annual business planning cycle.,0
"We continue to engage with the Science Based Targets initiative (SBTi), and we are a member of its Technical Working Group that is currently working to define its methodology to set science-based targets for the oil,gas and integrated energy sector.",1
Our performance standards are used for measuring a projects averagelifetime GHG-intensity or energy efficiency per asset type.,1
"The respective projects GHG abatement plan helps to determine the nature of these targets, and we assess the effects ofa projects emissions alongside economic and technical design factors.",0
We estimate the future GHG emissions of projects in two ways.,0
"During these updates, the Executive Committee and Board consider the significance of the climate change and GHG emissions risks relative to other risks on the Group risk profile and review whether our risk responses are effective in addressing the four sub-components of the climate change and GHG emissions risk.",1
"For example, in relation to our climate ambitions, SIAI conducted four GHG audits during 2021 to test whether controls are adequately designed and operating effectively to mitigate the identified risks.",0
"Thecontrols tested covered GHG emissions measurement and reporting, abatement projects and GHG forecasts.",0
"Project-level risk management in action During project development stages, we consider ways to reduce GHG emissions and whether to include them in the design.",0
"SCOPE 1, SCOPE 2, AND SCOPE 3 GREENHOUSE GAS (GHG) EMISSIONS, AND THE RELATED RISKS Shells target is to be a net-zero emissions energy business by 2050, in step with society.",1
"Shells absolute emissions in 2021 In 2021, our total combined Scope 1 and 2 absolute GHG emissions (from assets and activities under our operational control) were 68 million tonnes on a CO equivalent basis, a 4% reduction compared with 2020, and an18% reduction compared with 2016, the base year.",1
We have estimated the overall uncertainty for our direct GHG emissions (scope 1) to be around 4% and for our energy indirect GHG emissions (scope 2) to be around 6% for 2021 (same for location and market-based methods).,1
We undertake external verification of our GHG emissions annually.,0
CLIMATE CHANGE AND ENERGY TRANSITION continued Remuneration included in 2021 annual scorecard against Scope1 and 2 GHG intensity targets Our annual bonus scorecard for senior management also affects remuneration for almost all of Shells employees.,1
Our 2021 scorecard included three GHG intensity metrics covering over 75% of Scope 1 and 2 GHG emissions under operational control.,0
"The NCI is calculated on a life-cycle basis and assuch includes GHG emissions on an equity basis fromseveral sources, including: direct GHG emissions from Shell operations; indirect GHG emissions from generation of energy consumed byShell;and indirect GHG emissions from the use of the products we sell.",1
"The following GHG emissions are not included in the net carbon intensity(NCI): emissions from production, processing, use and end-of-life treatment ofnon-energy products, such as chemicals and lubricants; emissions from third-party processing of sold intermediate products, such as the manufacture of plastics from feedstocks sold by Shell; emissions associated with the construction and decommissioning ofproduction and manufacturing facilities; emissions associated with the production of fuels purchased togenerate energy on site at a Shell facility; other indirect emissions from waste generated in operations, business travel, employee commuting, transmission and distribution losses associated with imported electricity, franchises and investments; emissions from capital goods, defined by the GHG Protocol as including fixed assets or property, plant and equipment (PP&E), and other goods and services not related to purchased energy feedstocks sourced from third parties or energy products manufactured by third parties and sold by Shell.",0
"Basis of preparation absolute Scope 1, 2 and 3 emissions We follow the GHG Protocols Corporate Accounting and Reporting Standard, which defines three scopes of GHG emissions: Scope 1: direct GHG emissions from sources that are owned or controlled by Shell.",1
Scope 2: indirect GHG emissions from generation of purchased energyconsumed by Shell.,1
"Scope 3: other indirect GHG emissions, including emissions associatedwith the use of energy products sold by Shell.",1
"GHG emissions comprise carbon dioxide (CO), methane (CH), nitrous oxide, hydrofluorocarbons, perfluorocarbons, sulphur hexafluoride and nitrogen trifluoride, with carbon dioxide and methane being the most significant contributors.",0
Our GHG inventory was prepared in line with the requirement outlined in the ISO -1:2018 Specification with Guidance at the Organisational Level for Quantification and Reporting of Greenhouse Gas Emissions and Removals and the GHG Protocols Corporate Accounting and Reporting Standard.,1
The GWP factors used for converting the mass of individual gases to their CO equivalents are shown in the consolidated statement of GHG emissions.,0
"These factors are taken from the Intergovernmental Panel on Climate Change (IPCC) Fourth Assessment Report (AR4) over a 100-year time horizon, in line with the UK Government GHG Conversion Factors forCompany Reporting.",1
"Methane and nitrous oxide have been included in Scope 3, Category 11 in line with the ISO -1:2018 and GHG Protocol requirements.",1
"Other Scope 3 categories As noted above, this Report only covers Scope 3 GHG emissions included in our net carbon intensity metric.",1
"GHG emissions in this Report include emissions from Upstream, Integrated Gas, Renewables and Energy Solutions, Downstream, Projects & Technology businesses and functions (mainly offices).",1
All operated assets were included in the GHG inventory in the reporting period.,0
Carbon offset credits were excluded from our Scope 1 GHG emissions.,1
"Foranadditional breakdown by segment, see Scope 1 and 2 GHG intensity by segment section below.",1
The activity data used to calculate GHG intensity ratios at a portfolio levelshown in the table above is reported on an operational control basis.,0
We map our disclosures against the Sustainability Accounting Standards Boards (SASB) Oil & Gas Exploration & Production Standard.,1
"In the Climate change and energy transition section of this Report, weset out our climate-related financial disclosures consistent with allofthe recommendations and recommended disclosures of the TaskForce on Climate-related Financial Disclosures (TCFD).",1
"They include details of how to manage emissions of greenhouse gases (GHG), consume energy more efficiently, reduce gas flaring and control air quality, prevent spills and leaks of hazardous materials, use less fresh water and conserve biodiversity.",1
The AC and management also discussed planned climate-related disclosure enhancements in Shells reporting in line withthe framework of the Task Force on Climate-Related Financial Disclosures (TCFD) and guidance from regulators.,1
"In the third quarter 2021 Shell announced absolute GHG emissions reduction target of 50% on all Scope 1 and 2 emissions under Shells operational control by 2030, compared to 2016 levels on a net basis.",1
The AC reviewed the TCFD disclosure in the Energy Transition and Climate Change section and other non-financial disclosures as part of the Annual Report review and was briefed on the new EU taxonomy voluntary disclosures included as supplementary information to the Annual Report.,1
"On greenhouse gas (GHG) emissions intensity, performance has been mixed.",0
GHG abatement tracks the implementation of identified projects that will reduce absolute GHG emissions.,0
"The CFO led the delivery of the Shell Energy Transition Strategy publication, whichispart of our continuing work to implement the recommendations of the TaskForce on Climate-related Financial Disclosures (TCFD).",1
"On the other hand, we adopted for the first time the response to indicators contained in Sustainability Accounting Standards Board (SASB) standards, aimed at the oil and gas industry suitable for our organization (Exploration & Production, Midstream and Refining & Marketing).",1
"An example of this was the statement by investors for our report that included indicators from the Sustainability Accounting Standards Board (SASB), as well as the material topics of the methodology.",1
"On the other hand, in line with transparency, we have included indicators related to the SASB material topics that are most appropriate for our organization, demonstrating our diligence and management regarding these topics and our respect for these specific stakeholders.",0
Carbon risk The Paris Agreement calls for a profound reduction in greenhouse gas (GHG) emissions and a transformation of the energy supply.,1
"Society seeks effective actions to face the ambition of zeroing net greenhouse gas (GHG) emissions by the middle of the century, in order to avoid serious, widespread and irreversible impacts resulting from global warming.",0
"In June 2020, we decided to publicly support the Task Force on Climate Related Financial Disclosure (TCFD), a benchmark for disclosing financial results related to carbon risk, and we have just published our new version of the Climate Change Journal structured in accordance with these guidelines.",1
"In 2021, a mapping of GHG mitigation opportunities was carried out in all segments in which we operate, using the Marginal Abatement Cost Curve (MACC) methodology, generating an integrated MACC with almost 200 mitigation options, with different technological maturities, subdivided into five categories: Efficiency, Energy Supply, Loss Reduction, Processes and CO2 Removal.",0
"The inventory of atmospheric emissions is prepared according to the guidelines of the GHG Protocol, developed by the World Resources Institute (WRI) and the World Business Council for Sustainable Development (WBCSD).",1
"Emission calculations are based on international references, such as the API Compendium, AP-42 (US EPA) and the GHG Protocol.",1
"Our inventory is verified annually by a third party and published voluntarily in the Public Emissions Registry of the Brazilian GHG Protocol Program, of which we are one of the founders.",1
"In terms of absolute operational GHG emissions, between 2015 and 2021, we dropped 21%.",0
"ABSOLUTE GHG EMISSIONS (millions of tCO2e)3 -21% Our goal of reducing absolute operational emissions by 25% by 2030, compared to 2015, is related to the progressive reduction of our operational emissions, already considering the increase in production expected for the period, and is supported by a set of actions systems to be implemented in the coming years.",0
"GHG EMISSION INTENSITY IN E&P-2021 (kgCO2e/boe) Methane intensity in E&P Our segment carbon intensity targets incorporate different GHGs, including methane.",0
"This system allows the gas to return for processing in the unit, avoiding its burning and the resulting emission of GHGs.",0
"To calculate the aforementioned scope 3 emissions, we used two categories of the GHG Protocol: indirect emissions from product processing (Category 10) and indirect emissions related to the use of products delivered to the market (Category 11).",1
"We do not have oil and gas reserves in areas close to Indigenous lands, as defined by the SASB.",1
"This Sustainability & Climate 2022 Progress Report, which fol-lows the TCFD1 recommendations, is designed to inform the Shareholders Meeting of the progress made in 2021 in imple-menting our ambition.",1
Indirect GHG emissions related to the use by customers of energy products sold.,0
"Improving detection and measurement Satellites: TotalEnergies partnered with GHGSat in 2021 to quantify small leaks and develop satellite-based measurement technology suitable for offshore facilities, a world first.",0
"As of 2018, transportation generated approximately 17% of global GHG emissions.",0
"The Company follows the oil & gas industry reporting guidelines published by IPIECA, which com-ply with the GHG Protocol methodologies.",1
"GHG yoto Protocol: carbon dioxide (CO2), The gases named in the K methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs) and sulfur hexafluoride (SF6), with their respective Global Warming Potentials (GWP), as described in the 2007 IPCC report.",1
