words,category
"At top management of the companies, responsible the development plans of the countries according local needs, are supported both by the sustainability representatives present in the area and by the central sustainability function.",og
"Eni and sustainable finance 21 Eni is strongly committed to playing a key role in sustainability and over the past seven years has built a business model that puts sustainability at the heart of every business activity, including its financial strategy, and believes that the develop-ment and use of sustainability-linked financial instruments can help promote the energy transition process towards a low carbon future.",og
"Consistent with its transition strategy, Eni has issued Sustainability-linked nancial instruments that incentivize the achievement of predetermined, challenging relevant sustainability targets and support the achievement of the SDGs.",og
"Net Carbon Intensity (Scope 1, 2 and 3) them with the and associates relevant medium- and long-term Sustainability Goals, in line with the strategic plan and Eni's Net Zero by 2050 goal, contributing to the achievement of SDGs 7 and 13.",og
The trend in the various KPIs is made public annually (and veried by an independent auditor) to ensure the transparency of Eni's sustainability performance over time.,og
"SDGs: 1 2 3 4 6 8 10 16 17 SUPPLIERS Develop a sustainable supply chain, generating and transferring value to all stakeholders through the Sustainable Procurement Programme.",og
"Eni's Mission clearly expresses Eni's commitment to play a decisive role in the ""Just Transition"" process in order to achieve zero net emissions by 2050 while sharing social and economic benefits with workers, the supply chain, communities and customers inclusive, in an transparent and socially equitable manner, the achievement of the Sustainable Development Goals (SDGs).",og
"MARCH Open-es, Eni's digital platform dedicated to sustainability in industrial supply chains and open to all companies involved in the energy transition process, is online.",og
"Eni publishes the world's first Sustainability-Linked Financing Framework in the O&G sector, which fully integrates sustainability with the company's funding strategy.",og
Eni successfully launched the first sustainability-linked bond in its sector with a nominal value of 1 billion euros.,og
Versalis and Saipem: agreement signed for the production of sustainable bioethanol and the promotion of Versalis' PROESA technology.,og
"The first 'basket bond-sustainable energy' is launched, open to companies in the energy chain.",og
Included for the third year among the 10 best performing companies for its sustainability reporting.,og
"Main from issues emerging both the Stakeholder Management System (SMS) platform, which supports the management of relations with local stakeholders, and from interviews with responsible functions that have relations with specic stakeholders at a central level u Themes considered relevant by the main sustainability reporting frameworks u Issues identied as relevant as a result of benchmarking against Eni's main national and international peers and comparable companies Sustainability risks and opportu-nities that can influence, positive-ly or negatively, the development, performance and position of the organisation (in the short, medi-um or long term) and thus create or erode company value u Outcome of the ESG risk assessment emerging from the Integrated Risk Management (IRM) process, which also takes into account the evidence provided by external providers.",og
"The nal Eni document is presented to the Board of Directors, the Sustainability and Scenarios Committee and approved by the Board of Directors.",og
"Planning, MBO and reporting The material topics are the starting point for the denition and development of the Strategic Plan, which, for several years now, has seen the integration of business and sustainability objectives.",og
"Once the Strategic Plan is nalised, the process requires the denition of sustainability managerial objectives assigned to all senior managers (MBO-Management by Objectives).",og
"Understanding of local contexts and management of stakeholder expectations on sustainability issues have been supported since 2018 by the use of the corporate application by to their ""Stakeholder Management System"" (SMS), which ""maps"" stakeholders according relevance and approach to the companys activities, in the Countries and territories of presence.",og
Road-Shows with investors and proxy advisors on executive compensation 2021.,og
"Development and launch of Open-es, the platform open to all for the sustainable development of companies through training and engagement initiatives (measurement of CO2 and drafting of the sustainability report).",og
"CUSTOMERS AND CON-SUMERS Meetings and workshops with Presidents, General Secretaries and Energy Managers of national and local Consumer Associations (AdC) on topics such as sustainability, circular economy, remediation, environmental restoration, energy transition, energy saving, customer service and new business initiatives.",og
"Conferences, debates, events and training initiatives on sustainability issues (energy, circular economy, remediation, corporate social responsibility); implementation of guidelines and sharing of best practices.",og
"Basket Bond - Sustainable Energy program, an innovative nance tool targeting Eni qualied suppliers and the energy chain, designed to allow companies engaged in energy transition to implement projects and investments aimed at sustainable development.",og
Sponsorship of consumer association initiatives on sustainability and circular economy.,og
Establishment with the CNR of 4 research centres in Southern Italy for sustainable environmental and economic development in Italy and worldwide.,og
Meetings with Local Business Associations on the Eni Sustainable Supply Chain system and the companys energy issues.,og
Presidency of the Action Council Sustainability & Global Emergencies within the B20 Italy 2021 organized by Signing of: a) a collaboration agreement concerning the Conndustria Best Performer of the Circular Economy Competition; b) Work and Energy Manifesto for a sustainable transition between Conndustria Energia and Trade Unions.,og
"Risk Governance assigns a central role to the BoD, which denes the nature and level of risk compatible with the strategic objectives and assesses all risks that may have relevance for medium to long-term business sustainability.",og
"Improving the operational and energy efficiency of our processes, accelerating the development of renewable sources and circular economy products, harnessing our expertise and the power of supercomputing are key levers for achieving our sustainability objectives.",og
"CIRCULAR AND BIO-PRODUCTS: to reduce, recycle and reuse products and by-products, transforming waste into value-added products for biorefinery, sustainable mobility and chemicals from renewable sources.",og
"The last two are backcasting scenarios which, by pursuing the main energy objectives of sustainable development (including full access to energy and limiting the temperature increase to well below 2C), identify in reverse all the actions needed to achieve them.",og
"We must do this in the right way, ensuring that we pursue integrated sustainability, not just environmental but also economic and social sus-tainability, and we must ensure energy security, both during the transition path and in the final energy model.",og
"Since 2014, the BoD has been supported in performing its duties by the Sustainability and Scenarios Committee (SSC), with whom it examines, on a periodic basis, integration between strategy, future scenarios and the medium/ long-term sustainability of the business.",og
"Since 2019, the BoD has examined and approved Enis short and medium to long-term plan, aiming to guarantee the sustainability of its business portfolio in a time frame up to 2050, in line with what is provided for in the Four-Year Strategic Plan.",og
"The BoD is also informed annually on the results of the impairment test carried out on the main Cash Generating Units in the E&P sector, calculated with the introduction of a carbon tax in line with the IEA Sustainable Development Scenario (SDS).",og
"In addition to these, in 2020 new targets were defined, accounted for on an equity basis.",og
The performance of the KPIs related to medium-long term targets is shown below1.,og
"We are working on defining new competences and renewing the ones we already have, encouraging the adoption of new behaviours and faster and more sustainable processes in the different areas of the company.",og
"MyChange represents an important oppor-tunity to achieve a sustainable future together, working towards a common goal, where the reference points are the Eni Mission and the Sustainable Development Goals, through a personal path of awareness and upskilling with specific content in the areas of Human Focus, D&I, Sustainability and Energy Transition.",og
"Furthermore, work-ers, as well as the population, must be assured that in the climate change mitigation process towards a cleaner and more sustainable ecosystem, new energy sources do not release emis-sions that, even to a small extent, have a negative impact on their health.",og
"Commitment to achieve an efficient, collective and sustainable management of water resources at the river basin level.",og
"Development of new technologies for waste recovery and implementation on an industrial scale Policies: Sustainability, The integrity in our operations, Eni biodiversity and ecosystem services; Enis com-mitment not to conduct exploration and development activities within the boundaries of Natural Sites included in the UNESCO World Heritage List; Enis position on water; Eni Code of Ethics.",og
"Integrated environment, health and safety management system: certified in accordance with the ISO :2015 environmental management standard; Application of the ESHIA (Environmental Social & Health Impact Assessment) process to all projects; Technical meetings for analysing and sharing experiences on spe-cific environmental and energy issues; Sustainable Procurement Programme (JUST), to involve the whole sup-ply chain; Site-specific circularity analysis; International Environmental Legislative Analysis; Working groups for defining the strategic positioning and objectives of Eni for the protection of water resources and biodiversi-ty; Development of a single integrated methodology for environmental analysis, impact/risk assessment for the environment and organisation, including type 231, applicable in Italy and abroad; application of Environmental Golden Rules.",og
"EFFICIENT USE OF WATER With a view to the sustainable management of water resources, initiatives were implemented at Eni sites in 2021 aimed at reducing fresh water withdrawals and replacing it, in both civil and industrial uses, with water from secondary sources such as reclaimed groundwater or treated wastewater.",og
"Eni supports the growth of sustainable enterprises in Italy with its Joule business school, a laboratory for innovation, and research into new business ideas.",og
Versalis has acquired the technology and facilities of Ecoplastic on an exclusive basis7 to expand its range of sustainable products.,og
"The path undertaken in recent years in disseminating and consolidating a culture of respect for human rights, based on the UNGPs, has led to the strengthening of human rights due diligence procedures, a process outlined in a specific regulatory sustainability.",og
"In 2021, the process of providing management with incentives linked to human rights performance was further strengthened by assigning specific targets to all first reports to the CEO and more than 50 targets to other levels of management, including at subsidiary level.",og
"In addition to the specific course on human rights, other courses on sustainability and human rights issues are accessible to all em-ployees, such as Sustainability in stakeholder, reporting and human rights, Sustainability and busi-ness integration and courses on the SDGs.",og
"At the centre of the debate, with the aim of working together to find answers to the major issues of sustainability, decarbonisation and workers health and safety, was the issue of Diversity & Inclusion, and in particular the theme of valuing diversity as an element of enrichment of experiences in the social and work context.",og
"Eni repudiates all forms of corruption which, in addition to being illegal, is a major obstacle to sustainable development, distorts fair competition and destroys the rep-utation of companies.",og
The supply chain plays a key role in Eni's Sustainable Transition strategy.,og
This is why we have decided to involve our entire supply chain in Sustainable Programmes that aim at a fair transition path without leaving anyone behind.,og
"The aim is to make companies the protagonists of a transformation that will protect our environment, foster growth, adopt circular economy models and make development the engine of a sustainable future for all.",og
Assessment of the sustainable development path for all Eni's strategic suppliers by 2025.,og
"Measurement of ESG impacts and definition of targets throughout the supply chain, through supplier engagement initiatives, including beyond the first tier, and promotion of specific development plans.",og
"Sustainable Procurement process designed to check suppliers' compliance with Eni requirements for reliability, ethical conduct and integrity, economic, technical-operational, health, safety, environmental and human rights protection and Technological-Digital excellence; Sustainable Procurement Programme (JUST): a set of initiatives to involve the entire supply chain in measuring and managing the ESG performance of the Eni Supply Chain; Vendor Development: a unit dedicated to developing suppliers by defining growth and transformation paths along the lines of ""Energy transition and sustainability"", ""Economic-financial soundness"" and ""Technological-digital ex-cellence"".",og
"Sustainability elements are an integral part of the whole procurement process, with the aim of sustainable development of supply chains.",og
Sustainability requirements are integrated into technical specifications and tender evaluations through the adoption of reward mechanisms.,og
D E L incentives and sustainability protection ensuring following by monitoring the spread of the infection and its consequences.,og
"The consolidation of know-how promoted by Eni for sustainable supply chain development is not only aimed at suppliers, but also at internal resources.",og
"In order to achieve the objectives of sustainable development, it is essential that all the players in the productive ecosystem, from small and medi-um-sized enterprises to large industrial groups, financial institutions and sector associations, work together.",og
"Through the digital platform, all companies have the opportunity to measure their sustainability performance according to standard metrics and share their ESG profile with their customers and/or financial institutions, compare themselves with industry benchmarks, access customised development plans to identify priority actions to be imple-mented, quickly and easily obtain an initial version of their sustainability report and identify services and solutions to improve their ESG performance.",og
"The platform already has more than 3,000 companies from 75 Countries and 60 different sectors that have decided to use Open-es to share their data and improve their sustainability performance.",og
"Thanks to this valuable tool, we have the opportunity to measure the sustainability performance of our suppliers and compare it with that of other companies in the supply chain, assessing areas for targeted intervention and taking advantage of the support and training provided by the Open-es team on ESG issues.",og
"As part of Eni's broader commitment to create value through transition, Plenitude is committed to spreading the culture of sustainable energy use, enhancing the use of renewable energy sources and educating people to make better use of energy.",og
"In addition to tools and initiatives to protect consumers, awareness-raising and training activities aimed at sharing information, skills and experiences that stimulate informed and efficient energy consumption also play a central role in helping customers make the transition to sustainable energy use.",og
Sustainability policy; Eni statement on Respect for Human Rights; Eni Code of Ethics; Alaska Indigenous Peo-ples policy.,og
Knowledge of local needs is fundamental and necessary for defining priority areas of interven-tion for sustainability in the Countries where it operates.,og
"Through these partnerships, which are in line with the Paris Agreement, the Nation-al Development Plans and the United Nations Guiding Principles on Busi-ness and Human Rights (UNGPs), the pooled human and economic resources become a driving force to contribute to the achievement of the Sustainable Development Goals (SDGs) of the United Nations 2030 Agenda.",og
Eni's sustainability policies have as their cor-nerstone the enhancement of the territo-ry in which they operate.,og
"O F A F R I C A IN JULY 2019, ENI AND UNITED NATIONS INDUSTRIAL DEVELOPMENT ORGANIZATION (UNIDO) SIGNED A JOINT DECLARATION, ESTABLISHING A MODEL OF PI-ONEERING PUBLIC-PRIVATE COOPERATION AIMED AT CONTRIBUTING TO THE ACHIEVEMENT OF THE UNITED NATIONS SUSTAINABLE DEVELOPMENT GOALS, PARTICULARLY IN AFRICA.",og
"Thanks to its consolidated experience in the Global Network of Regional Sustainable Energy Centers (""GN-SEC"")*, UNIDO has developed a 5-year strategic plan aimed at supporting the Republic of Congo in taking charge of the Centre, ensuring its long-term sustainability.",og
O The Memorandum of Understanding (MoU) signed by UNESCO and Eni aims to promote local sustainable development through various areas of collaboration.,og
"The introduction of the 2030 Agenda for Sustainable Development recog-nizes the role that different members of the private sector, from micro en-terprises and cooperatives to multina-tionals, will play in the implementation of the new Agenda.",og
"Education transforms lives and is at the heart of UNESCO's mission to build peace, eradicate poverty and promote sustainable development.",og
"Geoparks function as outdoor class-rooms and incubators for develop-ment and sustainable lifestyles, ap-preciation of cultural diversity and promotion of peace.",og
Disaster risk reduction strategies are essential to promote sustainable development.,og
ACCESS TO WATER AND SANI-TATION EDUCATION COMMUNITY HEALTH Ensuring the availability and sustainable management of water and sanitation for the local population.,og
Do you think the EU proposal for a Di-rective on corporate sustainability due diligence will help to raise companies commitment and guide their engage-ment on most relevant issues affecting their direct activities and those within their supply chain?,og
"Within the framework of Local Development Programmes and in line with the Sustainable De-velopment Goals, Eni implements projects to contribute to access to off-grid energy and clean cooking, access to water and sanitation, to promote proper nutrition and sup-port the spread of health services and systems, as well as to improve the health status of local communi-ties and vulnerable groups.",og
"MOZAMBIQUE-CLEAN COOKING OBJECTIVE: to help ensure access to clean and sustainable energy through the local production and distribution of 20,000 improved cooking systems com-pared to traditional ones.",og
CYPRUS LEBANON E S EGYPT E DE KAZAKHSTAN Lorem ipsum dolor sit AE DE S E TURKMENISTAN DE E IRAQ DE AS E S PAKISTAN S DE E DE E UNITED ARAB OMAN E AE DE AS GHANA E S NIGERIA IVORY COAST DE E AE DE AS E S GABON DE E CONGO DE AS E S KENYA E AE ANGOLA AE DE AS E S MOZAMBIQUE AE TT DE AS E S 105 MYANMAR E VIETNAM E S INDONESIA AE TT DE AS E S DE TIMOR-LESTE AUSTRALIA E ACCESS TO WATER IRAQ-WATER MANAGEMENT OBJECTIVE: to ensure the availability and sustainable management of potable wa-ter and sanitation for the population of the Basra Governorate of the Al Bardja-zia area in the Zubair district and Al Bu-radieiah district in Basra city centre.,og
"The standard indica-tors, identified in line with Enis sustainability strategy and the Sustainable Development Goals, support the measurement of the efficiency and effectiveness of Eni's initiatives within the sectors in which it operates: Access to off-grid energy, Life on land, Eco-nomic diversification, Access to water and sanitation, Education and Community health.",og
"The collection of data relating to these indicators allows, on the one hand, an in-depth analysis of the results achieved by Eni through its nu-merous sustainability initiatives in terms of their impact on the socioeconomic growth of local communities and, on the other, the aggregation and consolidation of Eni's results on a global level.",og
FORESTRY Sustainable forestry consists of forest management practices that follow natural biological cycles.,og
ALLIANCES FOR DEVELOPMENT SDGs The Sustainable Development Goals (SDGs) are the plan to achieve a better and more sustainable future for all by 2030.,og
"Responsibilities of the Directors for the Sustainability Report The Directors of Eni SpA are responsible for the preparation of the Sustainability Report in accordance with the Global Reporting Initiative Sustainability Reporting Standards issued in 2016 and updated to 2020 by GRI-Global Reporting Initiative (the GRI Standards), as illustrated in the Reporting Criteria section of the Report.",og
"The Directors are also responsible for defining the sustainability performance targets of Eni Group, as well as for identifying its stakeholders and material topics to be reported on.",og
That standard requires that we plan and perform procedures to obtain limited assurance about whether the Sustainability Report is free from material misstatement.,og
"Conclusion Based on the work performed, nothing has come to our attention that causes us to believe that the Sustainability Report Eni For of Eni Group for the year ended 31 December 2021 is not prepared, in all material respects, in accordance with the requirements of the GRI Standards as illustrated in the Reporting criteria section of the Report.",og
"With reference to the annex ""Statement on GHG accounting and reporting-year 2021"" of the Sustainability Report-Eni For called ""Carbon neutrality by 2050"", which has been prepared with principles (suitable criteria) that differ from the GRI Standards, the audit activities envisaged by ISAE 3000 Revised were carried out using the limited assurance approach for the indicators GHG Lifecycle Emissions (Net GHG Lifecycle Emissions and Net Carbon Intensity), Net Zero Carbon Footprint Eni (Scope 1 e 2), Net Zero Carbon Footprint Upstream (Scope 1 and 2) on an equity basis and Scope 3 emissions, and reasonable assurance, in accordance with ISAE 3410, for the indicators Scope 1 emissions and Scope 2 emissions.",og
We have not performed any controls on the Sustainability Report Eni For translation.,og
"Eni for 2021 Sustainability perfor-mance: report, available only online, which provides an overview of non-fi-nancial performance indicators along the three pillars of Enis business mod-el.",og
"In addition to these documents, Eni publishes other local sustainability re-ports on an annual basis, which will be available in the course of 2022 on the website.",og
For more information: REPORTING PRINCIPLES AND CRITERIA Eni for 2021 is prepared in accordance with the Sustainability Reporting Standards of the Global Reporting Initiative (GRI Standards) with an in accordance Core level of adherence and taking into account the 10 principles of the Global Compact.,og
"Moreover, in line with the commitment to promote a complete and comparable disclosure, the metrics related to the Sustainability Accounting Standards Board (SASB) standard and the core metrics defined by the World Economic Forum (WEF) in the White Paper Measuring Stakeholder Cap-italism-Towards Common Metrics and Consistent Reporting of Sustainable Value Creation were published (the latter already included in the Non-Financial Information).",og
"Finally, as of this year, Eni publishes a table containing the indicators required by the EU Sustainable Finance Disclosure Regulation (SFDR).",og
"This sustainability report addresses environmental, social and governance (ESG) areas of focus for the company.",og
Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 01 INDEX INTRODUCTION CORPORATE GOVERNANCE award for western Canada and we are proud to be the only oil and gas company to sit on an advisory panel supporting the federal governments efforts to increase its own Indigenous business spend.,og
This years sustainability report provides more detail about Imperials collaborative efforts to develop energy solutions for a better tomorrow.,og
Advancing meaningful social innovation and engagement by contributing to sustainable economic development in Indigenous and local communities.,og
"This report provides a summary of the key dimensions of sustainability: our environmental, social and governance performance.",og
"The identification of sustainability priorities is a multi-faceted process involving stakeholder input and engagement, issues research, trends assessment and a deep analysis conducted using the companys risk assessment and issues and opportunity management process.",og
Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 07 Relevant frameworks This sustainability report is guided using the International Petroleum Industry Environmental Conservation Association (IPIECA) and the American Petroleum Institute (API) Oil and Gas Industry Guidance on Voluntary Sustainability Reporting.,og
Imperial recognizes the United Nations Sustainable Development Goals (SDGs) and the symbols featured in this report represent those most relevant to our focus areas.,og
"Corporate governance Board committees Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 09 Community collaboration and engagement Supports public awareness and consultation, government and Indigenous relations, community partnerships and investment programs.",og
"Public policy and corporate responsibility Assists the board by providing oversight on environmental, health, safety and sustainability performance along with legislative compliance and the assessment of potential long-term effects of public policy, climate change and sustainable business practices on corporate performance.",og
Executive resources Ensures the compensation system is inherently designed to support the sustainability of the companys operations and the management of risk.,og
Reviews and evaluates goals and objectives relative to compensation.,og
Transparency and disclosure Imperial views transparency as a natural extension of our culture of ethical behaviour Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 17 Imperials commitment to sustainability is reflected in enhanced voluntary disclosures to complement our financial reporting.,og
"Personal, lawful political contributions do not influence employees compensation, job security or opportunities for advancement.",og
"The Executive Resources Committee reviews and evaluates business performance and basis for compensation, which may include: Safety, health and environmental performance; Risk management; Total shareholder return; Net income; Return on average capital employed; (5) Cash flow from operations and asset sales; (5) Operating performance of the upstream, downstream and chemical segments; and Progress on advancing government relations and long-term strategic interests.",og
The annual report on compensation is reviewed and approved for inclusion in the corporations management proxy circular in accordance with applicable legal requirements.,og
"The companys executive compensation program is designed to: Align the interests of its executives with long-term shareholder interests; Encourage executives to manage risk and take a long-term view when making investments and managing the companys assets; Reinforce the companys philosophy that executives experience, skill and motivation significantly affects future business success; and Promote career orientation and strong individual performance.",og
"The compensation program is aligned with the core elements of the majority shareholders compensation program, including linkage to short and mid-term aspects of incentive pay, long vesting periods, risk of forfeiture and alignment with the shareholder experience.",og
"Director compensation Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 19 Each year, the Nominations and Corporate Governance Committee reviews compensation for non-employee directors and makes recommendations to the full board for approval.",og
Directors compensation is intended to align the long-term financial interests of the directors with those of the shareholders and is designed to: Ensure the company can attract and retain outstanding director candidates; Ensure alignment with long-term shareholder interests; Recognize the substantial time commitments necessary to oversee the affairs of the company; and Support the independence of thought and action expected of directors.,og
"The Public Policy and Corporate Responsibility Committee (PP&CR Committee) assists the board by providing oversight on environmental, health, safety, security and sustainability risk management and performance.",og
Risk management ESG integrated into business strategies and plans Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 21 Imperial uses a comprehensive risk management framework to identify and manage risk to the company.,og
"As society recovers and long-term fundamentals drive energy demand again, oil and natural gas will continue to play an important role in the worlds energy mix as projected in both the International Energy Agencys (IEA) stated policies (STEPS) as well as in its sustainable development scenarios (SDS) in 2040.",og
SUMMARY-AT-A-GLANCE Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 29 Technology is key to the future Imperial respects and supports Canadas ambition to achieve net-zero emissions by 2050 Imperial supports the goals of the Paris Agreement (8) as an important framework for addressing the risks of climate change.,og
"Reflects todays stated NDCs, policies and targets.",og
Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 37 Innovation Imperials inventions at work Imperials future technology plans are supported by nearly a century of commitment to research and technology development (R&D).,og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 43 Managing energy use and reducing emissions at Strathcona refinery Successful cogeneration unit start-up Cogeneration technology is a critical part of our efforts to increase energy efficiency at our operations, reduce the need to purchase electricity and reduce greenhouse gas emissions.",og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 45 Digital technology Accelerating value capture for our businesses Imperial is taking action to be a leader in advancing digital and artificial intelligence across the value chain, while supporting GHGi reductions and emissions avoidance.",og
Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 47 Collaboration in renewable fuels Advanced biofuel research and development Imperial is a member of the Canadian General Standards Board and contributes to a number of technical committees focused on ensuring product quality.,og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 49 Public policy is a key enabler to technology development and deployment Effective public policy should minimize overall societal costs and allow markets to determine the technologies that will be most successful, while aligning with differing national priorities as well as adapting to new global realities.",og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 53 Evaluating a companys Scope 3 emissions and comparing them to others can be challenging due to inconsistent reporting methodologies, as well as potential duplication, inconsistencies and inaccuracies that may occur when reporting emissions that are the result of activities from assets not owned or controlled by the reporting organization.",og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 55 TCFD framework This report is aligned with the core elements of the framework developed by the Financial Stability Boards Task Force on Climate-related Financial Disclosures (TCFD), designed to encourage the informed conversation society needs on these important issues.",og
Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 57 Environmental management Imperials environmental policy Under our credo Protect Tomorrow.,og
Imperial is committed to responsible and sustainable water use.,og
"By deploying technology to minimize water use intensity, considering local water needs and engaging stakeholders in sustainable water solutions, Imperials systems focus on water conservation, efficiency and productivity.",og
We take water use and conservation seriously in all aspects of our operations through our management principles to: Protect human health and the environment; Consider local water needs when addressing operational requirements; Continuously improve capabilities and performance; and Engage stakeholders in sustainable water solutions.,og
"I want to be able to contribute to sustainability as well as help drive our economy, says Jimmie Nguyen, and second-year SAIT student.",og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 65 Water metrics Imperial regularly reports water use information to regulatory agencies, trade associations, COSIA and Statistics Canada.",og
"Land use and biodiversity Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 67 Imperial operates in a variety of ecosystems, some with sensitive characteristics.",og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 73 Progressive wildlife monitoring and protection Kearl has a number of wildlife monitoring activities in place including the Early Successional Wildlife Dynamics (ESWD) program, a COSIA collaboration designed to assess the return and re-establishment of wildlife on reclamation areas.",og
Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 75 Kearls tailings management plans evolve with technology Tailings management is integral to successful development at Kearl.,og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 77 Imperial supports risk-based closure and outcome-based solutions We use a variety of means to remediate our sites, based on risk assessments that involve thorough site investigations, often resulting in reduced physical disturbance during remediation.",og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 81 Year over year, the amount of waste generated by Imperial varies depending on annual maintenance requirements.",og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 83 At Imperial, safety is a core value thats integrated into everything we do.",og
Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 85 Behaviour-based safety approach reduces incidents Most incidents and near misses include some type of human action or behaviour that contributes to the event.,og
Identifying questionable behaviours early and learning from them helps target and address those that have the potential to contribute to a significant event.,og
"Responsibly managing safety and security across the value chain Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 87 Security is everybodys business To ensure that the security of our people, physical assets and intellectual property is deeply embedded in our daily operations, we have developed consistent security practices and preparedness plans, and have trained site-security contractors to meet challenges in the diverse locations where we do business.",og
"Imperial participates in Responsible Care, an initiative of the Chemistry Industry Association of Canada (CIAC) that requires CIAC members to dedicate themselves, their technology and their business practices to sustainability the ongoing betterment of society, the environment and the economy.",og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 93 As one of the key focus areas for our inclusion and diversity program, technology can help bring awareness and reduce bias as it exposes everyone to different behaviours and attributes outside of our day-to-day.",og
"Turnover rates (includes voluntary, involuntary attrition and retirements) 20 16 12 8 4 0 Oil and gas industry average 2015 2016 2017 2018 2019 Imperial Canadian average Compensation Planning Outlook 2020: With Winter Update.",og
Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 97 Indigenous engagement Our company and our employees have an important role to play in progressing reconciliation.,og
"Our goal is to collaborate with Indigenous communities on a common vision for progress, environmental stewardship and sustainable economic development.",og
Indigenous awareness education at Imperial Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 99 At Imperial we recognize we have a responsibility to answer the Truth and Reconciliation Commissions calls to action and ensure our employees are collaborative agents for positive change.,og
We believe that strong and responsible resource development contributes to overall reconciliation and Indigenous self-determination by supporting the growth of sustainable communities.,og
Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 101 Workforce development Imperial aspires to engage and continue to develop an Indigenous presence within our workforce in Canada.,og
Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 103 Community relations Making connections and creating the space to come up with collective solutions Imperial builds meaningful relationships with Indigenous communities by: Working collaboratively to design and implement programs that build capacity through leadership development and community initiatives; Participating in community events; Supporting women and youth leadership; and Expanding access to traditional learning.,og
"In 2019 and 2020, we provided opportunities for the communities to have tours of our research labs so that they could see first-hand the extensive work were doing to operate in a sustainable manner and find innovative new production methods.",og
"Imperial Oil Limited | CORPORATE SUSTAINABILITY REPORT 105 Investing in communities Creating lasting relationships to build strong, resilient communities Community investment If this challenging time has reinforced anything, its the power of community.",og
Our community investment strategy Our community investment decisions are focused on creating shared value in three priority areas: Innovation & sustainability Indigenous leadership & capacity building Strong & prosperous communities Meeting the dual energy challenge requires inspired and creative thinking.,og
The company: Repsols mission (its reason for being) is to provide energy to society in an efficient and sustainable way.,og
"Our vision (where Repsol is heading) is to be a global energy company that relies on innovation, efficiency and respect to create sustainable value in the service of societal progress.",og
"Further information available at The Management Report Repsol1, as a further show of its commitment to transparency, has drawn up this consolidated Management Report(hereinafter, Management Report), which integrates both financial and non-financial information, specifically information on sustainability.",og
"It also provides information on sustainability, including Environmental, Social and Governance (ESG) criteria.",og
The information on sustainability is presented in accordance with the Global Reporting Initiative (GRI)4 using the comprehensive option.,og
"Sustainability figures and indicators have been calculated according to corporate rules that specify the criteria and common methodology to be applied to labor, environment, human rights and social issues that is described in detail in each of its sections.",og
"These sustainable liquid fuels run in current generation engines, which can be refueled using the infrastructure and service stations already available to us, thus giving them immediate and efficient emission reduction benefits.",og
"The use of this sustainable fuel, which reduces CO2 emissions by 90% over the entire life of the vehicle, also shows that the combustion engine will have an important role to play in decarbonizing mobility.",og
Importance of the regulatory framework Sustainable biofuels and renewable hydrogen are just two examples of the development opportunities that a hybrid solution combining different types of decarbonization technologies can offer to European industry.,og
This has not dampened our determination to advance our sustainability commitments and that remains our primary goal.,og
"These are indeed ambitious targets, which will allow us to continue to lead the energy transition, and we are confident that we can deliver thanks to our well-established culture of emissions reduction.",og
"The projects and investments we are undertaking aim to turn them into multi-energy centers, capable of using various kinds of waste as raw materials to manufacture fuels and more sustainable materials.",og
"We are also pursuing a similar strategy in the Chemicals business, where we will continue to focus on improving efficiency, with more sustainable products, high added value and a strong focus on the circular economy.",og
"To make its activity which is essential for society more sustainable, this business plans to reduce its emissions by 75% between 2021 and 2025.",og
"In 2021, we made further progress toward our multi-energy commitment to improve sustainable mobility in Spain.",og
"We are, therefore, a company firmly committed to sustainable development.",og
