sentence,page,company,keyword(s),relevant,scale
"It is crucial that we work to provide transparency throughout the supply chain, regardless of the difficulty to implement.",283,Stellantis,['supply chain'],FALSE,0
"Managing social, societal and ethical impacts in the supply chain is a core priority for Stellantis, given the extensive international expansion in emerging countries of our supply base.",283,Stellantis,['supply chain'],FALSE,0
"Stellantis commits to implementing preventive measures to uphold human rights and ethical principles, meet social and ethical standards based on the International Labor Organization (ILO) rules for human rights such as child labor and forced labor, the OECD Guiding Principles and customer expectations considering the risks specific for the automotive supply chain.",283,Stellantis,['supply chain'],FALSE,0
"Stellantis focuses on improving supplier social performance and complying with social, societal and ethical standards in our supply chain.",283,Stellantis,"['supplier', 'supply chain']",FALSE,0
"Stellantis requires that forced or compulsory labor and child labor is not tolerated and is forbidden throughout the entire supply chain, including raw materials suppliers.",283,Stellantis,"['supplier', 'supply chain']",FALSE,0
We integrate these standards into our internal processes to manage the risks incurred and the risks to stakeholders arising from our business activities with the extended supply network including the subtier suppliers.,283,Stellantis,['supplier'],FALSE,0
We require that our suppliers also apply these standards rigorously.,283,Stellantis,['supplier'],FALSE,0
An important aspect we address is the prohibition of child or forced labor within the extended supply chain.,284,Stellantis,['supply chain'],FALSE,0
It is of high importance to work with suppliers that share the same objectives to support the elimination of human rights violations.,285,Stellantis,['supplier'],FALSE,0
RISK #1 Human Rights violations in the extended supply network Risk Description Mitigation Strategy Additional Opportunities Due to the extended supply chain structure it can be complex to work towards ensuring the avoidance of human rights violations.,285,Stellantis,['supply chain'],FALSE,0
Supply chain management based on continuous risk assessment with the objective of reducing exposure to risk and improving performance is a critical element for Stellantis supply chain management programs.,285,Stellantis,['supply chain'],FALSE,0
We expect our suppliers to share the principles we live by and to cascade these principles throughout the extended supply network.,285,Stellantis,['supplier'],FALSE,0
"Through supplier assurance measures we seek to help put an end to the exploitation and abuse of local communities, including mine workers, while supporting local development.",286,Stellantis,['supplier'],FALSE,0
"Potential Impact Incidents of child, forced or compulsory labor in the subtier supply chain Difficulty to secure supply of critical minerals Reputation concerns Negative publicity Loss of investor confidence Negative brand Mitigation Strategy Additional Opportunities Ethical and conscientious procurement practices during the mineral extraction, trade and processing stages Conduct due diligence activities to provide supply chain transparency and smelter validation Training to provide suppliers with Stellantis expectations and tools and resources to supplier supplier development Supplier Business Review meetings to reinforce the alignment of objectives and legal obligations to continue the ongoing relationship with Stellantis Ongoing partnership with RCS Global, a recognized organization that serves to support responsible mineral sourcing and works to deploy best practices.",287,Stellantis,"['supplier', 'supply chain']",FALSE,0
"RISK #2 Nonregulated materials in the extended supply chain Cobalt, Mica, Bauxite/Aluminum, Nickel, Lithium, etc Risk Description There are many materials that can become a focus item based on potential human rights violations.",287,Stellantis,['supply chain'],FALSE,0
These types of raw materials used in the manufacturing of goods and services for the automotive industry may lead to detrimental behaviors in the extended supply chain.,287,Stellantis,['supply chain'],FALSE,0
At the close of the audit a formal debrief is conducted to share the findings with the supplier.,288,Stellantis,['supplier'],FALSE,0
"Diversity and Inclusion focus programs We work to include diversity and inclusion considerations as an everyday practice in our dealings with employees, dealers, suppliers and customers.",288,Stellantis,['supplier'],FALSE,0
Diversity spend targets are created for suppliers based on diversity categories.,288,Stellantis,['supplier'],FALSE,0
"Drive Sustainability, a Stellantis partner, launched a project to identify human rights risks in the supply chains of 10 raw materials, including aluminum.",288,Stellantis,['supply chain'],FALSE,0
If a critical noncompliance is found the supplier is flagged for additional escalation activities and appropriate purchasing management members are notified.,288,Stellantis,['supplier'],FALSE,0
If a supplier is found to be noncompliant they may be recommended for removal from the sourcing panel.,288,Stellantis,['supplier'],FALSE,0
"In 2021, we partnered with RCS Global to apply due diligence with our critical suppliers regarding cobalt and lithium supply chains by conducting 40 external onsite audits.",288,Stellantis,"['supplier', 'supply chain']",FALSE,0
"In July 2021, Human Rights Watch issued a report on human rights violations risks in the aluminum supply chain, naming aluminum the blind spot of car companies due diligence policies.",288,Stellantis,['supply chain'],FALSE,0
Internally we review the audit activities and results with top purchasing management and when appropriate suppliers with exemplary results are recognized by the purchasing team.,288,Stellantis,['supplier'],FALSE,0
"Part of the expectation is that the management of the extended supply chain has appropriate measures to identify, mitigate and monitor potential human rights issues.",288,Stellantis,['supply chain'],FALSE,0
Suppliers who are required to submit the Conflict Minerals Reporting Template must provide it within the appropriate time period or be considered as noncompliant.,288,Stellantis,['supplier'],FALSE,0
The High Focus program works with the suppliers that have a greater potential for diverse spending and equips them with tools and support to achieve their diversity targets.,288,Stellantis,['supplier'],FALSE,0
The Stellantis Responsible Purchasing Guidelines requires battery suppliers to disclose their raw material suppliers.,288,Stellantis,['supplier'],FALSE,0
The Stellantis conflict mineral supplier submission status is tracked and communicated by the purchasing organization to ensure that any needed escalation efforts are deployed quickly.,288,Stellantis,['supplier'],FALSE,0
The diversity spend status of each supplier is monitored and reviewed with them.,288,Stellantis,['supplier'],FALSE,0
"Therefore, the description of the impact of electrification on human rights in the supply chain should not only refer to materials such as cobalt and lithium, but also to aluminum.",288,Stellantis,['supply chain'],FALSE,0
These materials can pose human rights risks in the supply chain particularly cobalt in countries like the Democratic Republic of Congo.,288,Stellantis,['supply chain'],FALSE,0
"To receive credit towards their diversity goals, a supplier is required to work with certified diversity tier2 suppliers.",288,Stellantis,['supplier'],FALSE,0
During the closing meeting the supplier receives the auditor findings and is required to signoff on any improvement plans.,289,Stellantis,['supplier'],FALSE,0
"Ethical Principles C o m pliance Favorable working conditions in relation to remuneration, working hours and respect for health and safety at work Prohibited substances and materials Export controls, sanction laws and regulation Animal Welfare Fight against the use of conflict minerals Stellantis reinforces that employees, suppliers, dealers, consumers and other stakeholders can and should report any concerns of alleged situations, events or actions that may be inconsistent with the Stellantis Code of Conduct.",289,Stellantis,['supplier'],FALSE,0
"Guidance is provided via program documentation that includes the supplier kickoff notification, audit checklist and closure debrief.",289,Stellantis,['supplier'],FALSE,0
"Stellantis suppliers are required to complete our customer specific requirements which includes adherence to our Responsible Purchasing Guidelines, Corporate Social Responsibility recommendations and required actions.",289,Stellantis,['supplier'],FALSE,0
Both of these organizations are recognized providers that conduct onsite audits throughout the supply chain including tier 1 suppliers as well as mine sites.,290,Stellantis,"['supplier', 'supply chain']",FALSE,0
If a supplier is unresponsive they will be placed into the escalation process which includes notifying the buyer and their management as appropriate.,290,Stellantis,['supplier'],FALSE,0
Monitoring potential human rights violations within the Stellantis supply chain requires internal and external resources.,290,Stellantis,['supply chain'],FALSE,0
"Once the Conflict Minerals data collection process begins, the designated members are required to track supplier submissions and provide updates so that progress reports can be presented to the purchasing management team.",290,Stellantis,['supplier'],FALSE,0
RCS Global Mapping battery supply chain to gain greater transparency; onsite audits in the sub tier supply chain levels; expanded materials of focus; utilization of tools such as the Vine data base; increase in scope for materials of focus to address materials used in EV batteries.,290,Stellantis,['supply chain'],FALSE,0
"Responsible Minerals Initiative (RMI) Engagement with multiple work groups; use of the Smelter database to support our Conflict Minerals filing; Risk Readiness Assessment (RRA) promotes common understanding of good practices and a means to consistently assess risks in mineral supply chains; Responsible Minerals Assurance Process (RMAP) is an assessment that employs a riskbased approach to validate smelters' companylevel management processes for responsible mineral procurement; Conflict Minerals Reporting Template (CMRT) is an essential tool to gather information about the source of materials in our products, and the smelters and refiners that process the materials; Cobalt Reporting Template (CRT) is a standardized reporting template developed to identify choke points and collect due diligence information in the cobalt supply chain; Material Insights interactive module to update the prior Material Insights report.",290,Stellantis,['supply chain'],FALSE,0
The conflict minerals program management team is responsible for generating the annual inscope supplier list that identifies which suppliers are required to provide the Conflict Minerals Reporting Template (CMRT).,290,Stellantis,['supplier'],FALSE,0
A public commitment to human rights; Risk mapping for human rights infringements; Preventive measures to address identified risks; Corrective action must be taken for suppliers potentially or currently involved in a human rights infringement; Action plan monitoring; Communication of measures put in place.,291,Stellantis,['supplier'],FALSE,0
"However, if they are Practicing due diligence Stellantis applies due diligence to ensure that its social demands are met by its suppliers.",291,Stellantis,['supplier'],FALSE,0
"In 2021 we worked to revise the Guiding Principles which outline expectations for suppliers on key responsibility issues including human rights, environment, working conditions and business ethics.",291,Stellantis,['supplier'],TRUE,2
Initiatives to support the respect of human rights in the supply chain GRI 4071 GRI 4081 GRI 4091 GRI 4141 GRI 4142 Stellantis incorporates workforcerelated and social criteria into the purchasing process to ensure our focus on human rights is upheld within the extended global supply chain.,291,Stellantis,['supply chain'],FALSE,0
It is the Companys policy to assist and guide suppliers so that they can improve.,291,Stellantis,['supplier'],FALSE,0
Our suppliers are expected to sign and apply the requirements from our Responsible Purchasing Guidelines which has specific attention on compliance with social and ethical principles.,291,Stellantis,['supplier'],FALSE,0
Stellantis collaborates with automotive and crossindustry associations to develop the global extended supply chain and build resources that support due diligence activities.,291,Stellantis,['supply chain'],FALSE,0
The measures put in place by the GPSC aim to ensure that suppliers fulfill social and environmental commitments.,291,Stellantis,['supplier'],TRUE,2
This issue is not unique for Stellantis and working to build industry resources is beneficial for us and our suppliers that are often common among automotive manufacturers.,291,Stellantis,['supplier'],FALSE,0
This might result in removing a supplier from the panel or bid if it should become evident that it was directly or indirectly involved in this type of practice.,291,Stellantis,['supplier'],FALSE,0
"We are required to conduct due diligence to determine whether tantalum, tin, tungsten and gold in the supply chain originated from the covered countries, and whether the procurement of those minerals supported armed conflict in the region.",291,Stellantis,['supply chain'],FALSE,0
"We follow the OECD Due Diligence Guidance for our supply chain which comprises reasonable due diligence measures to identify risks and prevent serious infringements of human rights and fundamental freedoms, and personal and environmental health and safety, arising from the activities of subcontractors or suppliers with whom there is an established business relationship.",291,Stellantis,"['supplier', 'supply chain']",TRUE,2
A response to the CMRT is then required from more than 680 inscope direct and aftermarket suppliers in order to obtain smelter information.,292,Stellantis,['supplier'],FALSE,0
"Further, we: expect our suppliers to source materials from suppliers who also source responsibly, including from legitimate, conflictfree mines in the covered countries; require relevant suppliers make reasonable efforts to conduct the necessary due diligence and provide us with proper verification of the country of origin and source of the materials used in the products they supply to Stellantis; support initiatives to verify smelters and refiners that are conflictfree and expect our suppliers to utilize any such conflictfree smelter/refiner programs that are available; review all incoming CMRT submissions from our suppliers; provide detailed smelter analysis to suppliers reporting nonconformant smelters in their supply chain.",292,Stellantis,"['supplier', 'supply chain']",FALSE,0
"If there are concerns regarding the sourcing of raw materials, the suppliers have to address the concerns and potentially set up alternative sources.",292,Stellantis,['supplier'],FALSE,0
Participation on RMI subteams facilitates development of best practices for supply chain assurance mechanisms.,292,Stellantis,['supply chain'],FALSE,0
Stellantis employees are engaged in a number of other AIAG teams that partner automakers with suppliers.,292,Stellantis,['supplier'],FALSE,0
"The Company has access to the RMI smelter database, assurance process and all the latest information and training materials available to support appropriate due diligence to promote responsible raw material supply chains.",292,Stellantis,['supply chain'],FALSE,0
"The Conflict Minerals Reporting Template (CMRT) that is provided by the RMI is requested from the inscope suppliers using the 3TG metals (tungsten, tantalum, tin and gold).",292,Stellantis,['supplier'],FALSE,0
"The Conflict Minerals reporting process begins by determining the inscope suppliers that have parts that contain tantalum, tin, tungsten or gold, based on part data from the International Material Data Sheets (IMDS).",292,Stellantis,['supplier'],FALSE,0
The Purchasing Department identifies the inscope suppliers to include in the annual Conflict Minerals reporting campaign.,292,Stellantis,['supplier'],FALSE,0
"The supplier must also provide the written information necessary to comply with the legislation in force, particularly on consumer protection and conflict minerals.",292,Stellantis,['supplier'],FALSE,0
Through our work with diverse stakeholder organizations we are helping to build fair supply chains of minerals in the covered countries.,292,Stellantis,['supply chain'],FALSE,0
To prepare suppliers for submitting information Stellantis provided training for the targeted suppliers regarding the completion and submission of the CMRT.,292,Stellantis,['supplier'],FALSE,0
"In 2021, Stellantis extended its partnership with the responsible sourcing advisory, traceability technology and audit firm RCS Global, for a multimaterial supply chain program covering battery materials including cobalt, lithium, graphite, and nickel.",293,Stellantis,['supply chain'],FALSE,0
"RMI has also collaborated with the Responsible Cobalt Initiative on a joint cobalt refiner audit program, aligned with the OECD Due Diligence Guidance and the Chinese Due Diligence Guidelines for Mineral Supply Chains.",293,Stellantis,['supply chain'],FALSE,0
"Stellantis also engages with industry and crosssector groups to promote and develop our raw material supply chain focusing on, but not limiting our efforts to, commodities such as cobalt and mica.",293,Stellantis,['supply chain'],FALSE,0
Stellantis has taken action to engage suppliers regarding cobalt in their products given the ongoing concerns around the use of child labor in the mining of cobalt.,293,Stellantis,['supplier'],FALSE,0
The message expressed our commitment to protect human rights in the aluminum automotive supply chain.,293,Stellantis,['supply chain'],FALSE,0
"The program continues the groundbreaking work of the predecessor Company (PSA) in 2020 which identified the origin of raw materials, human rights risks, and due diligence conformance of the Stellantis supply chain.",293,Stellantis,['supply chain'],FALSE,0
"This tool can help improve supply chain transparency and mapping to mitigate undesirable practices as they relate to Conflict Minerals, cobalt and other raw materials.",293,Stellantis,['supply chain'],FALSE,0
"To help companies address these challenges, the RMI has developed the Risk Readiness Assessment, which addresses environmental, social and governance risks present in the global supply chain.",293,Stellantis,['supply chain'],FALSE,0
Utilizing and teaching our suppliers the OECD 5Step Framework for Upstream and Downstream Supply Chains provides a common foundational tool that helps solidify responsible sourcing practices and decisions made throughout our supply chain.,293,Stellantis,"['supplier', 'supply chain']",FALSE,0
Conflict Minerals reporting More than 250 smelters have been validated as low risk; The results put Stellantis in a good position to significantly address human rights risks in its supply chain where they exist.,294,Stellantis,['supply chain'],FALSE,0
Stellantis believes the diversity of our suppliers should reflect the diversity of our workforce and the communities in which we do business.,294,Stellantis,['supplier'],FALSE,0
Stellantis is committed to helping our suppliers maintain their policy of inclusion of handicapped workers.,294,Stellantis,['supplier'],FALSE,0
The diversity spend status of each supplier is monitored monthly and reviewed with them quarterly.,294,Stellantis,['supplier'],FALSE,0
These awards honor corporations for diversity programs that reduce barriers and drive growth for suppliers that are appropriately certified with approved councils.,294,Stellantis,['supplier'],FALSE,0
"We work to include diversity and inclusion considerations as an everyday practice in our dealings with our employees, our dealers, our suppliers and our customers.",294,Stellantis,['supplier'],FALSE,0
"Matchmaker events provide minorityowned, womenowned and veteranowned businesses access to our Tier I suppliers and to decision makers within our procurement organization.",295,Stellantis,['supplier'],FALSE,0
"The findings were submitted to Companys stakeholders' appraisal through interviews of a representative sample of our customers, employees, investors, suppliers and communities, identified based on their credibility and relevance toward our activities.",331,Stellantis,['supplier'],FALSE,0
Stellantis is collecting a status report from its major suppliers on their current and future CO2 emissions and implementing a reduction plan by inviting them annually to participate in the Stellantis CDP Supply Chain program.,332,Stellantis,"['supplier', 'supply chain']",TRUE,3
Stellantis is utilizing the CDP Supply Chain module as CDP is the most recognized global carbon accounting initiative and has the biggest network and impact.,332,Stellantis,['supply chain'],TRUE,3
"The methodology used is based on and incorporates thirdparty assessment ratings, such as EcoVadis Rating Framework: supplier CSR performance assessments entered in the EcoVadis database.",332,Stellantis,['supplier'],FALSE,0
"This program allows to understand deeply several aspects including the management, the targets and the results of individual CO2 emissions of all major CO2 emitting suppliers of Stellantis.",332,Stellantis,['supplier'],TRUE,3
"By 2025, Stellantis aims to have 80% of its Annual Purchased Value (APV) coming from suppliers with CO2 reduction trajectories compliant with the Paris Agreement.",333,Stellantis,['supplier'],TRUE,2
"Furthermore, suppliers also have a key role to play in our commitments on reducing hazardous substances in two main areas: first, the elimination of four heavy metals (lead, mercury, cadmium and hexavalent chromium), and second, compliance with REACH regulations based on the recommendations issued by ACEA, of which Stellantis is a member.",333,Stellantis,['supplier'],FALSE,0
"In 2021, 62% of direct material suppliers have ISO certifications available.",333,Stellantis,['supplier'],FALSE,0
"In case of insufficient performance or nonconformities, suppliers are requested to report on their actions in Corrective Action Plans, that get shared with Stellantis and monitored.",333,Stellantis,['supplier'],FALSE,0
"Measures Process, main actions and results 3: Appropriate actions to mitigate the risk of or to prevent serious breaches (and remediation plan when relevant) 4: A mechanism for alerting and for gathering reports on the existence or materialisation of risks 5: A system for monitoring measures implemented and for assessing their effectiveness Selection of suppliers according to environmental criteria such as: the ISO certification, or the capacity of suppliers to develop products which incorporate green or recycled materials.",333,Stellantis,['supplier'],TRUE,2
"An audit checklist is used covering CSR policy, working conditions, workplace health and safety, environment, and supplier CSR management system.",334,Stellantis,['supplier'],TRUE,2
"CSR ISSUE #20: Responsible purchasing practices to support the companys development in host territories Measures Process, main actions and results 1: Risk mapping designed to identify, analyse and classify risks Stellantis uses risk analysis (mapping) to identify and prioritize actual or potential CSR incidents in the supply chain such as environmental, social and ethical topics.",334,Stellantis,['supply chain'],TRUE,2
"ISO certification of suppliers is conducted via a Sustainability Assessment Questionnaire review In 2021, 62% of direct material suppliers have ISO certifications available.",334,Stellantis,['supplier'],FALSE,0
"Stellantis implements an approach based on continuous risk assessment with the objective of reducing exposure to risk: To support the supplier assessment process on CSR criteria and make it more robust, Stellantis has embarked on an assessment of its Tier 1 supply base using criteria related to the environment, workforce, ethics and subcontracting chain supplier.",334,Stellantis,['supplier'],TRUE,2
"The selection of suppliers is based on their adherence to social, ethical and environmental principles while maintaining high standards of quality and taking care of the communities where we do business.",334,Stellantis,['supplier'],TRUE,2
"Where risk is identified, Stellantis has a prevention system to implement and monitor specific action plans with involved suppliers to prevent or mitigate any impact on the supply chain.",334,Stellantis,"['supplier', 'supply chain']",FALSE,0
In 2021 buyer training included 4 training events More than 80% of suppliers trained on Stellantis CSR risks and requirements.,335,Stellantis,['supplier'],FALSE,0
"Maintain 95% of APV for direct material and reach 90% APV for indirect material 2021 results are: 2,561 Tier 1 suppliers groups were assessed by EcoVadis and NQC, which accounts for more than 83% of the value of direct purchases 71% Overall Supplier Sustainability score is classified as Good (ratings higher than 45 Points); The supplier training curriculum covers subjects related to purchasing, quality, supply chain management, manufacturing, finance and engineering.",335,Stellantis,"['supplier', 'supply chain']",FALSE,0
"Stellantis has a direct contractual relationship with more than 2,000 tier1 suppliers in direct material.",335,Stellantis,['supplier'],FALSE,0
Stellantis has introduced a comprehensive toolkit to measure the social and environmental performance of its suppliers and to identify any shortcomings or risks.,335,Stellantis,['supplier'],TRUE,2
"Stellantis reinforces that employees, suppliers, dealers, consumers and other stakeholder can and should report any concerns of alleged situations, events, or actions that may have been inconsistent with the Stellantis Code of Conduct Stellantis receives input from NGOs and actively collaborates with them on a partnership level.",335,Stellantis,['supplier'],FALSE,0
"Supplier briefings are held each month to provide suppliers with CSR updates, communicate the Companys CSR expectations and inform them of legal and regulatory developments in CSR matters.",335,Stellantis,['supplier'],FALSE,0
"CSR ISSUE #21: Human rights in the supply chain Measures Process, main actions and results 1: Risk mapping designed to identify, analyse and classify risks Mapping of material risks for both current and forecasts, is performed according to specific criteria for each raw material.",336,Stellantis,['supply chain'],FALSE,0
"Measures Process, main actions and results 5: A system for monitoring measures implemented and for assessing their effectiveness Governance is in place with monthly Purchasing and Supply Chain Leadership Team Meetings, hosted by the Chief Global Purchasing and Supply Chain Officer to monitor supplier CSR performance during sourcing.",336,Stellantis,"['supplier', 'supply chain']",FALSE,0
"Stellantis is an early supporter of VineRCS Global online due diligence management platform for supply chain traceabilitywhich allows the Company to identify, review and analyze human rights risks and respond rapidly to critical risks where they are identified.",336,Stellantis,['supply chain'],FALSE,0
"Stellantis is working to increase transparency of relationships throughout the extended supply network by partnering with service providers for supply chain mapping In 2021, Stellantis extended its partnership with the responsible sourcing advisory, traceability technology and audit firm RCS Global, for a multimaterial supply chain program covering battery materials including cobalt, lithium, graphite, and nickel.",336,Stellantis,['supply chain'],FALSE,0
Stellantis uses risk analysis (mapping) to identify and prioritize actual or potential human rights incidents in the supply chain.,336,Stellantis,['supply chain'],FALSE,0
"After the audit of suppliers, the corrective action plans are monitored to ensure that the identified concerns are resolved.",337,Stellantis,['supplier'],FALSE,0
"Based on EcoVadis assessment, there are 333 suppliers for which corrective action plans have been developed for Human Rights issues, which is 13% of the total assessed or audited suppliers.",337,Stellantis,['supplier'],FALSE,0
"In 2021 Critical Supplier Audits, 47 observations and non compliances related to human rights1 out of which 0 critical non compliances.",337,Stellantis,['supplier'],FALSE,0
In 2021 we worked to revise the Guiding Principles which outline expectations for suppliers on key responsibility issues including human rights and working conditions.,337,Stellantis,['supplier'],FALSE,0
"In 2021, with RCS Global, we apply due diligence on human rights with our critical suppliers regarding cobalt and lithium supply chains by conducting external onsite audits.",337,Stellantis,"['supplier', 'supply chain']",FALSE,0
"In addition to the human rights assessment, onsite audits are performed on suppliers at risk by certified auditors from distinguished external assessment bodies.",337,Stellantis,['supplier'],FALSE,0
"Measures Process, main actions and results 2: Procedures for regular assessment of the situation in connection with risk mapping 3: Appropriate actions to mitigate the risk of or to prevent serious breaches (and remediation plan when relevant) To help companies address these challenges, the Responsible Minerals Initiative (RMI) has developed the Risk Readiness Assessment, which addresses environmental, social and governance risks present in the global supply chain.",337,Stellantis,['supply chain'],FALSE,0
Risk prevention on human rights takes place in the daytoday relationship between buyers and suppliers.,337,Stellantis,['supplier'],FALSE,0
"Supplier briefings are held each month to provide suppliers with human rights updates, communicate the Companys human rights expectations and inform them of legal and regulatory developments in human rights matters.",337,Stellantis,['supplier'],FALSE,0
Suppliers have access to elearning on human rights principles to evaluate and improve their performance and how to build robust internal processes supporting human rights.,337,Stellantis,['supplier'],FALSE,0
The supplier training curriculum covers sustainabilityrelated topics such as responsible working conditions and conflict minerals.,337,Stellantis,['supplier'],FALSE,0
"To support the supplier assessment process on human rights criteria and make it more robust, Stellantis has embarked on an assessment of its Tier 1 supply base using criteria related to workforce and subcontracting chain.",337,Stellantis,['supplier'],FALSE,0
Training for buyers and suppliers on human rights.,337,Stellantis,['supplier'],FALSE,0
"If a supplier is unresponsive, they will be placed into the escalation process which includes notifying the buyer and their management as appropriate.",338,Stellantis,['supplier'],FALSE,0
"If there are concerns regarding the sourcing of raw materials, the suppliers must address the concerns and potentially set up alternative sources.",338,Stellantis,['supplier'],FALSE,0
The result achieved in Goiana was extended to the 16 suppliers in its Supplier park.,346,Stellantis,['supplier'],FALSE,0
"We work with suppliers to develop and test new painting methods and equipment, such as low overspray technology.",348,Stellantis,['supplier'],FALSE,0
"A vertical integration strategy aiming to control the LEV value chain and its costs, to secure supply and quality.",351,Stellantis,['value chain'],FALSE,0
"CSR ISSUE #14: Wise use of material Measures Process, main actions and results 1: Risk mapping designed to identify, analyse and classify risks The Global Purchasing and Supply Chain EVP and the Engineering EVP, both direct reports to the CEO, and members of the Top Executive Team and the Strategy Council are responsible for the materials strategy.",354,Stellantis,['supply chain'],FALSE,0
"Measures Process, main actions and results 4: A mechanism for alerting and for gathering reports on the existence or materialisation of risks 5: A system for monitoring measures implemented and for assessing their effectiveness Vehicle safety is included as part of our culture to increase vehicle quality by empowering employees, contractors, suppliers and dealers to speak up if they have concerns.",354,Stellantis,['supplier'],FALSE,0
"Hazardous substances Eliminate four heavy metals: lead, mercury, cadmium and hexavalent chromium which are regulated by the European Directive No 2000/53/EC on endoflife vehicles and its exemptions list mentioned in Annex II; Substitute some substances targeted by regulations such as REACH: the Company has set up an organization and communication system to monitor its partners and suppliers using the REACH automotive industry guidelines.",355,Stellantis,['supplier'],FALSE,0
"Hazardous substances To ensure the traceability of regulated substances contained in vehicle parts and materials, Stellantis collects information from suppliers using the automotive standard International Material Data System (IMDS) tool according to the Global Automotive Declarable Substance List (GADSL).",356,Stellantis,['supplier'],FALSE,0
Carbon footprint of the supply chain 4.,363,Stellantis,['supply chain'],TRUE,2
Share of annual purchased value from suppliers with CO2 reduction targets compliant with the Paris Climate Agreement Total number of employees hired Turnover rate Leavers on permanent contract Number of fixedterm contract converted into permanent contract Total headcount 5.,363,Stellantis,['supplier'],TRUE,2
Annual Purchase Value purchased from Tier 1 suppliers evaluated on CSR Percentage of complaints raised by Supervisory Authorities for customer privacy/data protection infringements handled within 1 month Number of convictions of noncompliance concerning product and service information and labeling or marketing communications Number of nameplates/models on which an LCA have been performed Percentage of nameplates with ZEV offering Share of ZEV in sales mix Waste normalized/vehicle produced Percentage of waste recovered out of total waste generated VOC emissions from paint shops normalized in g/m2 painted and kg/vehicle produced Total water withdrawal Total water withdrawn normalized in m3/vehicle produced Percentage of plants that have done a RENATU evaluation CSR scores of Stellantis suppliers assessed by Ecovadis Average Human Rights scores of Stellantis Tier1 suppliers assessed by independent third party Assessed suppliers for which corrective action plans have been developed for Human Rights issues 22.,364,Stellantis,['supplier'],TRUE,2
Human rights in the supply chain Number of plants located < 5 km from a nature protected area.,364,Stellantis,['supply chain'],FALSE,0
"Actual results may differ materially from those expressed in forwardlooking statements as a result of a variety of factors, including: the continued impact of unfilled semiconductor orders; the Companys ability to realize the anticipated benefits of the merger; the continued impact of the COVID19 pandemic; the Companys ability to launch new products successfully and to maintain vehicle shipment volumes; the Companys ability to successfully manage the industrywide transition from internal combustion engines to full electrification; changes in the global financial markets, general economic environment and changes in demand for automotive products, which is subject to cyclicality; changes in local economic and political conditions; changes in trade policy, the imposition of global and regional tariffs or tariffs targeted to the automotive industry, the enactment of tax reforms or other changes in tax laws and regulations; the Companys ability to produce or procure electric batteries with competitive performance, cost and at required volumes; the Companys ability to offer innovative, attractive products and to develop, manufacture and sell vehicles with advanced features including enhanced electrification, connectivity and autonomous driving characteristics; various types of claims, lawsuits, governmental investigations and other contingencies, including product liability and warranty claims and environmental claims, investigations and lawsuits; material operating expenditures in relation to compliance with environmental, health and safety regulations; the level of competition in the automotive industry, which may increase due to consolidation; exposure to shortfalls in the funding of the Companys defined benefit pension plans; the Companys ability to provide or arrange for access to adequate financing for dealers and retail customers and associated risks related to the establishment and operations of financial services companies; the Companys ability to access funding to execute its business plans; a significant malfunction, disruption or security breach compromising information technology systems or the electronic control systems contained in the Companys vehicles; the Companys ability to realize anticipated benefits from joint venture arrangements; disruptions arising from political, social and economic instability; risks associated with the Companys relationships with employees, dealers and suppliers; increases in costs, disruptions of supply or shortages of raw materials, parts, components and systems used in the Companys vehicles; developments in labor and industrial relations and developments in applicable labor laws; exchange rate fluctuations, interest rate changes, credit risk and other market risks; political and civil unrest; earthquakes or other disasters; and other risks and uncertainties.",365,Stellantis,['supplier'],FALSE,0
"Going forward, however, we will also work with stakeholders, including business partners in the supply chain, in accordance with the aforementioned policy.",7,Subaru,['supply chain'],FALSE,0
KPIs Promote initiatives to respect human rights based on the Human Rights Policy; Communicate the policy throughout the entire supply chain.,19,Subaru,['supply chain'],FALSE,0
"Relevant SDGs Ensuring comprehensive export control Reinforcement of security and export control initiatives Governments Inhouse education and dissemination Continuation of compliance training and executive lectures Promotion of compliance from the perspective of the Subaru Group Establishment and dissemination of internal rules and manuals on laws and regulations Compliance Prevention of harassment Employees Protecting human rights of workers Maintenance and improvement of the workplace environment by promoting work style reform and complying with the Labor Standards Act Establishment and dissemination of our Human Rights Policy, implementation of due diligence Promoting initiatives to respect human rights CSR surveys, awarenessraising, and stronger CSR initiatives in the supply chain with business partners Business partners Maintaining fair relationships Promotion of fair trade on a continuous basis Appropriate management of software licenses Development of products (vehicles) is based on a premise that they are equipped with the latest technologies yet affordably priced at the same time.",19,Subaru,['supply chain'],FALSE,0
"Utilizing our unique organizational character that allows us to oversee the entire supply chain, all of us together will take on the challenges of environmental protection of our planet through an allSubaru approach.",33,Subaru,['supply chain'],TRUE,1
"At the same time, we will support our suppliers in achieving Eco Action 21 certification, thereby expanding the initiative across our value chain.",35,Subaru,"['supplier', 'value chain']",TRUE,2
"Management | Environmentally Environmental Friendly Automobiles | Climate Change | Resource Recycling | Water Resources | Biodiversity | Prevention of Pollution | FYE March 2021 Environmental Performance Data for Plants and Offices 034 Acquisition of External Certification for Environmental Management Systems SUBARU has been working to build an environmental management system, and its sites, suppliers, domestic and overseas consolidated production companies, and dealers have had their environmental management systems certified by external organizations.",35,Subaru,['supplier'],TRUE,2
