sentence,page,keyword(s),Company,Label
"Through five pillars, the system has defined performance and monitoring requirements for: cleanliness and tidiness in the workplace, protective barriers for mechanical and electrical prevention of, and protection from fires, recording incidents and inspecting them, and safety system.",27,"['system', 'protection']",sec,FALSE
"In accordance with Islamic investment requirements, this program collects and invests voluntary employee investments.",27,['program'],sec,FALSE
"Since this programs inception, approximately 15,667 employees have participated in this program.",27,['program'],sec,FALSE
"The main purpose behind this training is to cultivate a working culture that prioritizes H&S, as well as spreading awareness about H&S, ensuring our H&S systems are effective as possible, and continuous improvement.",28,['system'],sec,FALSE
"Moreover, the overall health and safety management systems at SEC received an 84% safety audit compliance rating from our Internal Audit Department.",28,['system'],sec,FALSE
Contributing towards the preparation of the Crisis Management Plan for the Energy System and the National Strategy of Hedging as a member of the National Risk Unit at The Royal Court.,28,['system'],sec,FALSE
"Part of the master plan involved establishing a Pandemic Management Team with clearly defined roles and responsibilities, including those related to engaging disaster management teams, communication strategies, awareness training, reviewing and updating corporate policies, project management support, and establishing remote and secure working capabilities.",29,['project'],sec,FALSE
"Facilitating the Transition to a Low Carbon and Circular Economy Empowering People and Communities Enabling Responsible Business Practices 59 Maintaining Key Relationships Addressing Energy Needs Through our Corporate Social Responsibility (CSR) Policy, we aim to implement programs and initiatives intended to create positive environmental and social-economic impacts for our key stakeholders.",30,['program'],sec,FALSE
"These projects include the modernization, rehabilitation and replacement of relevant equipment too.",30,['project'],sec,FALSE
"We have accordingly planned the implementation of multiple generation, transmission and distribution infrastructure projects.",30,['project'],sec,FALSE
"During 2021, these activities primarily included blood donations, beach clean-ups along both the Eastern and Western coastlines of Saudi Arabia, conducting training courses for orphans, and raising donations for various charities through our Internal Deductions Program for Sustainability and Financial Efficiency.",30,"['program', 'beach', 'clean-up']",sec,TRUE
We are currently in the process of replacing our existing CRM program with a leading and cloud-based SAP solution.,31,['program'],sec,FALSE
"Key benefits expected from this program include prioritized and personalized customer support (24 hours a day, 7 days a week); uniform customer experiences; and a single and consistent framework to measure and improve customer satisfaction (CSAT) levels.",31,['program'],sec,FALSE
Three key initiatives for our customer experience strategy include: line program delivers 1.,31,['program'],sec,FALSE
"Important elements of this program include differentiated and tailored customer services; simple and consistent ""WOW"" customer moments across key customer journeys; proactive, clear and transparent communications; and a ""Digital First"" approach with simple and intuitive user interfaces (UI) and experiences (UX) across mobile and web portals.",31,['program'],sec,FALSE
This program enables and facilitates the migration of customer service-related transactions to digital channels with lower costs to serve.,31,['program'],sec,FALSE
"The main reason behind this drop in performance stems from our recently implemented SAP Complaints Management module, which unfortunately experienced some technical issues as we were transitioning away from our old complaints management systems.",32,['system'],sec,FALSE
A Security Operation Center has been created to continuously monitor both of our Information Technology and OT systems.,33,['system'],sec,FALSE
"We have certified numerous technology services with ISO standards, an internationally recognized set of standards that provides the requirements for an information security management system.",33,['system'],sec,FALSE
"Some of the key ways we have been addressing our data privacy needs as an organization include ISO certifications, risk assessments, continuous monitoring systems, awareness raising activities and conducting regular internal audits on our information security and data privacy practices.",33,['system'],sec,FALSE
"To promote fair and competitive opportunities among our suppliers and contractors, we maintain a procedure for registering and qualifying suppliers and have implemented an e-Bidding system.",34,['system'],sec,FALSE
"The e-Bidding system we use is based on an e-commerce concept and has helped to increase transparency along the entire procurement process, enhance data protection and confidentiality, and improve communication between SEC and all suppliers.",34,"['system', 'protection']",sec,FALSE
The next strategic direction for the BENA program is currently (at the time of publishing this report) under review by our Executive Management Committee.,35,['program'],sec,FALSE
A key way we support local suppliers and contractors is through our BENA (Build & Employ National Abilities) program.,35,['program'],sec,FALSE
"Total spending on locally owned contractors (SAR million) Number of local contractors 2018 2,695 1,552 583 10,470 9,395 1,212 2019 4,041 2,481 616 19,660 19,100 1,585 2020 8,337 5,509 668 13,234 12,372 2,220 2021 9,010 6,134 706 55,409 52,425 2,826 Note: As defined by the Local Content & Government Procurement Authority (LCGPA), national products are all products produced in the Kingdom of Saudi Arabia, whether in their initial form or at any stage of processing or subsequent manufacturing, and including extractive, agricultural, animal and industrial products.",35,['animal'],sec,FALSE
"In the past, the BENA program has helped local suppliers and contractors by giving preferences to suppliers that can demonstrate increased local content, assigning up to 10% of each purchase to small and medium-sized (SME) organizations, and working with investors and international companies to attract them to come and work in Saudi Arabia.",35,['program'],sec,FALSE
Key goals of this program include: Maximization of local content.,35,['program'],sec,FALSE
"Integrate into risk strategy, risk register and enterprise risk management (ERM) systems upcoming Board member rotations Integrate ESG risks into Audit Committee oversight Prioritize nomination of female board members in Update executive remuneration to link ESG performance Enhance certain disclosures, such as any ESG credentials targets with executive remuneration of Board members, any non-audit fees paid to external auditors.",36,['system'],sec,FALSE
"Each Board Member has held highly regarded leadership positions at reputable organizations across a range of industries, including power generation, government, education, law, investment, project management, management consulting, capital markets and finance.",37,['project'],sec,FALSE
Included in the Board Charter is a proposed induction program for all new Board Members.,37,['program'],sec,FALSE
"The main areas of this program include an overview of SEC, a description of SECs main business lines, field visits to SECs facilities (including a Control Center and power plant), and other induction programs related to SECs executive management and overall systems.",37,"['program', 'system']",sec,FALSE
"The key governance policies cover important areas such as the rights of shareholders, election and responsibilities of board members, internal control systems, stakeholders, disclosure, transparency and more.",37,['system'],sec,FALSE
"The Board of Directors Charter defines the Boards authorities and responsibilities, which include establishing and regularly reviewing corporate policies, developing a corporate strategy, setting and monitoring performance objectives, determining appropriate capital structures, reviewing the effectiveness of internal control systems and making recommendations to the General Assembly.",37,['system'],sec,FALSE
Reviewing and approving the relevant governance project.,38,['project'],sec,FALSE
Among these responsibilities include: Identifying and maintaining an acceptable level of risk Overseeing the Company's risk management systems.,38,['system'],sec,FALSE
"The risk management systems implemented at SEC are governed by our Enterprise Risk Management (ERM) Policy and Risk Management System Framework, which have been developed based on ISO (Risk Management) standards.",38,['system'],sec,FALSE
"The Audit Committee is responsible for monitoring SECs businesses and for verifying the integrity and fairness of its reports, financial statements and internal control systems.",38,['system'],sec,FALSE
Improving our Compliance Management Program.,38,['program'],sec,FALSE
"Due to increases in wheeling usage, our revenue from transmissions systems increased by nearly 35%.",39,['system'],sec,FALSE
"The hotline system we maintain can be used by our employees and external parties to report any complaints or violations of internal regulations, rules, instructions or corporate policies.",40,['system'],sec,FALSE
The three main objectives of the hotline system are: Promoting a culture of professional behavior and Strengthening the principles of integrity and Preserving the assets and resources of the promoting the principle of transparency.,40,['system'],sec,FALSE
Among its responsibilities include raising awareness about the prevention of corruption and monitoring our hotline system.,40,['system'],sec,FALSE
"Our Research, Development and Innovation (RDI) Department has been making contributions towards the energy sector in such a way through its five strategic focuses of smart technology uses, energy efficiency, system reliability and stability, renewable energy and storage, and industry collaborations, contributing environment and safety.",41,['system'],sec,FALSE
Transmission and Digital Simulation RG Focuses on conducting research on electric power transmissions networks using one of the worlds largest digital simulation systems.,41,['system'],sec,FALSE
"Among its responsibilities include establishing research programs, participating towards in scientific the deployment of R&D outcomes and managing SECs intellectual property rights.",41,['program'],sec,FALSE
"Advancing the Energy Sector Compared to 2020, total R&D spending increased by 44% to SAR 8,721,464 and we deployed three additional R&D projects.",41,['project'],sec,FALSE
"Throughout 2021, over 28 R&D projects were either initiated or continued from previous years.",41,['project'],sec,FALSE
"Distribution and Smart Grids RG Focuses on the technology, systems, energy efficiency, load management, and power loss reduction for Saudi Arabias Smart Network Program.",41,"['program', 'system']",sec,FALSE
Another example is the research projects we conducted on Dynamic Reactive Power Compensation to enhance system reliability and stability for grids inside and outside of Saudi Arabia.,42,"['system', 'project']",sec,FALSE
"To continue helping the energy sector and SEC evolve, the RDI Department plans to continue investing into impactful R&D projects, as well as establishing a roadmap to help SEC reduce its emissions by using hydrogen fuel in our generation power plants.",42,['project'],sec,FALSE
EMERA NEWFOUNDLAND & LABRADOR Owns and operates the Maritime Link and manages Emeras investment in an associated project.,4,['project'],emera,FALSE
Were reinforcing our safety programs and our focus on preventing serious injuries and fatalities.,5,['program'],emera,FALSE
"OUR APPROACH Throughout this report you will see Our Approach reference tables that show how our specific ESG factors align with our Strategy and our Strategic Priorities, as well as how theyre supported by policies, programs and governance across Emera.",7,['program'],emera,FALSE
"These resources include third-party materiality assessments, industry standards, guidance from our Sustainability Management Committee (SMC) and the Risk and Sustainability Committee (RSC) of our Board of Directors, as well as our Enterprise Risk Management (ERM) Program.",8,['program'],emera,FALSE
"Recommendations Global Reporting Initiative (GRI) Standards Based on this, weve adopted a set of core ESG factors that are aligned with our strategy and fully integrated into our ERM Program.",8,['program'],emera,FALSE
"We value input and feedback from our stakeholders on all aspects of our business, and we strive to create opportunities for open engagement in a number of ways, including: STAKEHOLDER WAYS WE ENGAGE Customers Websites including request for service, assistance and bill payments Customer Care Representatives that can be reached via email or phone (toll-free), with social media channels as an option for many types of service and information Direct outreach including bill inserts, customer emails/letters and calls Consultation such as community meetings, open houses and liaison committees on resource planning, major projects and one-on-one meetings Advertising and public education campaigns Satisfaction surveys on service and specific products and services.",9,['project'],emera,FALSE
"Factors that could cause results or events to differ from current expectations include without limitation: regulatory risk; operating and maintenance risks; changes in economic conditions; commodity price and availability risk; liquidity and capital market risk; future dividend growth; timing and costs associated with certain capital investment; the expected impacts on Emera of challenges in the global economy; estimated energy consumption rates; maintenance of adequate insurance coverage; changes in customer energy usage patterns; developments in technology that could reduce demand for electricity; global climate change; weather; unanticipated maintenance and other expenditures; system operating and maintenance risk; derivative financial instruments and hedging; interest rate risk; counterparty risk; disruption of fuel supply; country risks; environmental risks; foreign exchange; regulatory and government decisions, including changes to environmental, financial reporting and tax legislation; risks associated with pension plan performance and funding requirements; loss of service area; risk of failure of information technology infrastructure and cybersecurity risks; uncertainties associated with infectious diseases, pandemics and similar public health threats, such as the COVID-19 novel coronavirus pandemic; market energy sales prices; labour relations; and availability of labour and management resources.",12,['system'],emera,FALSE
"The words anticipates, believes, budget, could, estimates, expects, forecast, intends, may, might, plans, projects, schedule, should, targets, will, would and similar expressions are often intended to identify forward-looking information, although not all forward-looking information contains these identifying words.",12,['project'],emera,FALSE
"Weve significantly reduced our use of coal, increased renewables and invested in transmission to enhance system resilience and reliability all while also staying focused on the cost impacts for customers.",13,['system'],emera,FALSE
"Emera Board of Directors Charter Risk and Sustainability Committee Charter Health, Safety and Environment Committee Charter Sustainability Management Committee Charter Environmental Management System Emera Environmental Policy Climate Adaptation Framework Internal climate and ESG tracking tools Enterprise Risk Management Program Annual strategic planning process Emera-wide innovation working group 1 Nova Scotia Environmental Goals and Climate Change Reduction Act.",14,"['program', 'system']",emera,FALSE
"In addition, the BLP team is planning a wind project that may also include battery storage.",14,['project'],emera,FALSE
"At Barbados Light & Power (BLP), a 10 MW solar farm and 5 MW battery storage system are delivering clean energy to customers.",14,['system'],emera,FALSE
"The Health, Safety and Environment (HSE) Committee of the Board oversees safety and environmental programs and performance for both Emera and its operating companies.",16,['program'],emera,FALSE
"Climate change risks and opportunities are core to Emeras strategy and are evaluated by the management team and Board when advancing major project planning, risk management policies, forecasts, performance objectives, capital expenditures, acquisitions and divestitures.",16,['project'],emera,FALSE
Operating Company Environmental Management System (EMS) The climate risks and opportunities within our operating companies have been integrated into the business practices of each company and are reflected in their respective strategies and objectives.,16,['system'],emera,FALSE
"Work continues on the Big Bend modernization project, which will result in further efficiency upgrades, the elimination of coal from one unit and the retirement of one unit.",17,['project'],emera,FALSE
ENVIRONMENT Natural Gas Electric utilities have a responsibility to ensure their systems have the right level of capacity energy this is energy thats available whenever customers need it.,19,['system'],emera,FALSE
"Once the modernization project is complete, Big Bend Power Station will be capable of producing 1,090 MW of reliable, lower-carbon baseload energy that will support Tampa Electrics growing solar generation portfolio.",19,['project'],emera,FALSE
The next phase of the project includes installing a waste-heat recovery system to further enhance efficiency at the plant.,19,"['system', 'project']",emera,FALSE
"In 2021, the team successfully completed the first phase of this project on time and on budget.",19,['project'],emera,FALSE
"At Tampa Electric, the team has achieved another solar generation milestone, completing the first tranche of the Solar Wave 2 project.",20,['project'],emera,FALSE
"This achievement means 235 MW of the total 600 MW project is now in service, in addition to the 650 MW that are online as a result of Solar Wave 1.",20,['project'],emera,FALSE
"This initiative is part of the Smart Grid Nova Scotia Pilot Project, which is testing the benefits of new technologies like battery storage, electric vehicle smart chargers and bidirectional chargers.",20,['project'],emera,FALSE
"In Nova Scotia, our large investments in wind, hydro and transmission projects have resulted in significant clean energy progress.",20,['project'],emera,FALSE
Results from the pilot project will determine the feasibility and timing for the potential in the future to test blending in a small segment of the NMG distribution system that serves customers.,21,"['system', 'project']",emera,FALSE
The team at New Mexico Gas (NMG) launched a pilot project to test the blending of hydrogen with natural gas with the objective of demonstrating that blending has the potential to reduce greenhouse gas emissions by as much as 10 per cent.,21,['project'],emera,FALSE
This project began early in 2022 in a closed system to test different levels of blended gas in typical household appliances and to determine potential impacts of blended gas on pipes and fittings used by the company.,21,"['system', 'project']",emera,FALSE
This innovative project is part of our commitment across Emera to reduce emissions as we work to deliver a cleaner energy future.,21,['project'],emera,FALSE
"Less than two years after completing a proof-of-concept project at Kirtland Air Force Base in New Mexico, the team is advancing its first residential project with BlockEnergy microgrid technology being installed in a newly constructed, 40-home community in Tampa, Florida.",22,['project'],emera,FALSE
"Once the facility is in service, RNG will be injected into Floridas pipeline systems and used as a reliable and cost-effective energy source just like traditional natural gas, but with net-zero or negative emission levels.",22,['system'],emera,FALSE
"ENVIRONMENT KEY EXAMPLES BlockEnergy Microgrid Solution The Emera Technologies team continued to advance its BlockEnergy microgrid solution, achieving important project milestones throughout 2021.",22,['project'],emera,FALSE
"We continue to make long-term investments in significant clean energy projects including the Maritime Link in Atlantic Canada, the ongoing construction of solar generation and modernization of the Big Bend Power Station at Tampa Electric and planned investments at Nova Scotia Power to enable the retirement of coal generation and to achieve renewable energy targets.",23,['project'],emera,FALSE
Were also investing to ensure our energy grids can support additional renewables without compromising reliability and preparing our systems to withstand increasingly severe weather events.,23,['system'],emera,FALSE
"One potential option through the ECEI is the Atlantic Loop regional transmission project, which would connect provinces to increase supply of clean energy to the Atlantic region.",23,['project'],emera,FALSE
"Potential ECEI initiatives include the Atlantic Loop project, a new regional transmission connection between provinces to increase supply of clean energy to the region.",24,['project'],emera,FALSE
"The ECEI initiative would also include a mix of cleaner energy solutions including new wind, solar, grid-scale storage and energy efficiency programs.",24,['program'],emera,FALSE
"In order to prepare for the long-term future of our energy systems, we develop plans that outline the resources needed to achieve shared objectives within our businesses based on modelling that considers short-, medium-and long-term time horizons.",25,['system'],emera,FALSE
"ENVIRONMENT Core Element: Risk Management Corporate Risk Management Emeras Enterprise Risk Management (ERM) Program is a framework for identifying, assessing, monitoring and managing enterprise risk.",26,['program'],emera,FALSE
"In addition, at our operating companies, our approach to managing material environmental risks and opportunities, including those related to climate change, is guided by our Environmental Management System (EMS).",26,['system'],emera,FALSE
Programs such as storm hardening of transmission and distribution assets and updating hydro dams to address current dam safety standards have been in place for many years.,28,['program'],emera,FALSE
Outcomes from this exercise are being incorporated into loss control and asset management programs where climate risk is now a discrete parameter to be assessed and included in capital and operating budgets.,28,['program'],emera,FALSE
This integration is aligned with our EMS and operational management systems.,28,['system'],emera,FALSE
Climate adaptation is also being more explicitly captured within our Environmental Management System (EMS) to provide policy direction and integration across our business.,28,['system'],emera,FALSE
"Based on this modelling, the team identified potential adaptation options including storm hardening, coastal protection, enhanced load forecasting and increased system enhancements.",29,"['coastal', 'system', 'protection']",emera,FALSE
"This program means enhanced reliability for customers, including fewer and shorter outages after extreme weather events.",29,['program'],emera,FALSE
"In 2021, Tampa Electric introduced a $150 million USD Storm Protection Plan to help ensure the utility can better withstand extreme weather events, such as hurricanes.",29,['protection'],emera,FALSE
The technology includes an Advanced Distribution Management System (ADMS) to help pinpoint the location of outages and assess damage digitally.,29,['system'],emera,FALSE
"Despite the more frequent high winds, system performance during these periods improved by 15 per cent.",29,['system'],emera,FALSE
Our tracking is informed by operational company updates on actual and future emissions forecasts and progress against key capital project updates.,30,['project'],emera,FALSE
"Progress will be regularly reviewed by our teams, the SMC and RSC, to assess the status of our key clean energy projects and milestones required to meet our commitments.",30,['project'],emera,FALSE
"Before we begin projects, we screen sites for biological resources and sensitive or protected areas.",32,['project'],emera,FALSE
We also conduct recommended mitigation measures after our project work is complete.,32,['project'],emera,FALSE
"Were committed to mitigating potential biodiversity impacts to vulnerable species or sensitive ecosystems when siting or timing projects, or minimizing the extent and/or likelihood of these impacts using site-specific environmental protection procedures, including water management, sedimentation control, wetland protection, and other protection measures for wildlife and species of concern.",32,"['biodiversity', 'specie', 'ecosystem', 'system', 'project', 'protection', 'wildlife']",emera,TRUE
"ENVIRONMENT Closing Coal: Benefits to Water, Biodiversity and Waste Closing coal units is central to our clean energy transition plan.",32,['biodiversity'],emera,TRUE
"Finally, as we focus our efforts on more renewable energy sources, including the refurbishment of our hydroelectricity sites and development of additional solar and wind generation sites to replace coal, were careful to consider and manage the potential impacts to ecosystems.",32,"['ecosystem', 'system']",emera,TRUE
Were also staying focused on how the transition is impacting costs for customers and supporting those in need through energy assistance programs.,33,['program'],emera,FALSE
"It provides a comprehensive platform for the governance of safety policies and programs, including the consistent application of corporate standards and compliance requirements and continual improvement of safety performance across Emera, with a specific focus on preventing workplace injury and illness.",34,['program'],emera,FALSE
We are continuing our journey to world class safety through building strong safety systems and an authentic safety culture.,34,['system'],emera,FALSE
Fatalities Contractor Safety Management Program Safety Procedures Emeras Safety Management System (SMS) is built to align with the International Standards Organization (ISO) standard.,34,"['program', 'system']",emera,FALSE
Our response also involved strengthening the contractor safety program and ensuring alignment on safety expectations.,35,['program'],emera,FALSE
KEY EXAMPLE Safety Leadership Training at Grand Bahama Power Managers and supervisors at Grand Bahama Power helped to pilot our new Safety Leadership Development Program in 2021.,35,['program'],emera,FALSE
"This includes the introduction and ongoing implementation of an Emera-wide SIF prevention program that was developed for the Edison Electric Institute, based on research conducted at the University of Colorado.",35,['program'],emera,FALSE
"The program focuses on enhancing Energy Based Hazard Recognition skills, conducting quality-based Field Level Safety Engagements and proactively identifying and addressing the latent workplace conditions that could lead to a serious event if not addressed.",35,['program'],emera,FALSE
This program also supports employees and contractors in understanding the specific hazards associated with high-risk jobs and in implementing measures to prevent safety incidents from occurring.,35,['program'],emera,FALSE
"The hybrid online and in-person learning program focuses on preventing serious injuries and fatalities using a combination of theory, practical exercises and meaningful discussion.",35,['program'],emera,FALSE
"The program is designed to increase leadership accountability for safety, strengthening our safety culture as we focus on achieving an Emera where no one gets hurt.",35,['program'],emera,FALSE
"Developed in collaboration with experts from Saint Marys University in Halifax, the program emphasizes managements responsibility for safety in everything we do.",35,['program'],emera,FALSE
"Reinforcing Contractor Safety at Peoples Gas Were working to strengthen our contractors safety management program across the company, and one example can be found at Peoples Gas.",36,['program'],emera,FALSE
SOCIAL KEY EXAMPLES Energy-Based Safety Training We continue to deliver a new training program across Emera in support of our focus on preventing serious injuries and fatalities.,36,['program'],emera,FALSE
"In addition to expanding its Contractor Safety group to further increase oversight in the field, the team conducted an in-depth overview and analysis of the safety programs, training programs and hazard identification protocols of all contractors, driving significant discussion and ultimately strengthening these important relationships.",36,['program'],emera,FALSE
"In 2021, we focused our efforts on customizing the training program for our businesses.",36,['program'],emera,FALSE
"In many of parts of our business, weve introduced remote work pilot projects to see how we can best provide additional flexibility to our teams while maintaining a collaborative corporate culture.",38,['project'],emera,FALSE
This approach helped to minimize the spread of the virus in our workplaces and alleviate some of the strain on our health care systems.,38,['system'],emera,FALSE
"We took a multi-departmental approach to support remote work including deploying office equipment and tools, reinforcing IT systems and video conferencing technology, implementing ongoing employee engagement opportunities and ensuring quick, easy access to mental health support if needed.",38,['system'],emera,FALSE
The program asks a series of questions related to overall health and potential symptoms of COVID-19 and determines if the employee is cleared for in-person work.,38,['program'],emera,FALSE
"In addition to an enhanced focus on digital project governance and value-based decision-making, we also invested in developing Agile skills in our leaders and teams, offering customized learning opportunities and delivering six proof-of-concept projects that leveraged Agile methodologies.",39,['project'],emera,FALSE
"People Strategy Diversity, Equity and Inclusion Strategy Digital Strategy Emera Code of Conduct Emera Respectful Workplace Policy Leadership Competencies Emera Leadership Academy Digital Learning Management System OUR PROGRESS 83% Employee Engagement Rate in 2021 Canadas Top 100 Employer and a Top Employer for Youth See ESG Performance for more information.",39,['system'],emera,FALSE
"Agile is an industry-proven method to complete projects faster and more efficiently by investing in cross-functional teams, shorter and iterative work sprints and rapid decision-making.",39,['project'],emera,FALSE
"Drawing on learnings from this approach and the success of our proof-of-concept projects, we are now focused on making Agile training and tools more widely available for all employees in our companies.",39,['project'],emera,FALSE
"Launched in 2020 in partnership with an external business provider, this business-wide learning program offers a combination of virtual and in-person learning for emerging and established leaders.",40,['program'],emera,FALSE
We have an Emera-wide learning management system and in 2020 we launched the Emera Leadership Academy.,40,['system'],emera,FALSE
"Building on the lessons learned during the pandemic, weve implemented pilot projects across the business to test how we can best offer greater flexibility and work-life balance for our teams.",40,['project'],emera,FALSE
"Over 100 leaders invested a combined total of more than 2,700 learning-hours to graduate from the academy program, applying new skills while also strengthening internal networks and opportunities for cross-company collaboration.",40,['program'],emera,FALSE
"Digital Strategy System reliability Performance tracking and reporting Storm response plans, including outage maps Customer Experience programs, including customer feedback programs such as satisfaction surveys and focus groups Digitalization is an important part of this work.",42,"['program', 'system']",emera,FALSE
"In Florida, Tampa Electrics Storm Protection Plan includes approximately $150 million USD spent each year on reliability and storm hardening.",42,['protection'],emera,FALSE
Our Community Investment program is aligned with our strategy and values.,44,['program'],emera,FALSE
"ESG FACTORS Empowering our teams and communities Community investment OVERSIGHT Risk and Sustainability Committee Sustainability Management Committee CEO, CLT, EVP Business Development & Strategy, Corporate Communications Operating company leadership Operating company community boards POLICIES & PROGRAMS Community investment strategy Diversity, Equity and Inclusion Strategy 1 Includes funds raised in Atlantic Canada ($375,000) and New Mexico ($250,000 USD).",44,['program'],emera,FALSE
"This work includes promoting safety awareness near electricity and natural gas facilities, supporting initiatives that are advancing diversity, equity and inclusion (DEI) in our communities, and investing in programs to support customers in need with energy costs.",44,['program'],emera,FALSE
"In Atlantic Canada, the United Way supports programs that provide nutritious food, safe shelter and mental health services, helping to make our communities stronger and safer.",45,['program'],emera,FALSE
"Our $375,000 investment is supporting a program that will provide up to 100 Black, Indigenous and People of Colour (BIPOC) youth and mentors with access to peer networks, mentors and industry experts, as well as financial support to pursue their community-based efforts.",45,['program'],emera,FALSE
"The New Mexico Gas team contributed over $350,000 to the Heat New Mexico heating assistance program in 2021, supporting more than 2,400 households with their energy expenses in the year.",46,['program'],emera,FALSE
"At the end of 2021, the companies contributed an additional $1 million to the Share Program, which continues to assist customers into the 2022 year.",46,['program'],emera,FALSE
We also support social programs across the business that support customers and provide financial assistance to those in need.,46,['program'],emera,FALSE
"The program provides free energy assessments and, for income-qualified households, it also provides home upgrades to improve energy efficiency and help to manage energy costs.",46,['program'],emera,FALSE
"Approximately $1 million of this additional donation was distributed to low-income customers in 2021, with the remainder carried into the 2022 program year.",46,['program'],emera,FALSE
"In 2021, employees, community partners and customers donated $192,000 to the Share Program, which was then matched by Tampa Electric and Peoples Gas for a total of $384,000.",46,['program'],emera,FALSE
"This includes consulting and negotiating on rights-of-way and infrastructure projects, as well as working together to ensure residents of these communities have equal access to natural gas service and efficiency programs.",47,"['program', 'project']",emera,FALSE
Additional work on this project is taking place throughout this year.,47,['project'],emera,FALSE
"We also plan to expand our Native American Energy Efficiency Program to all 18 Pueblos, Tribes and Nations in our service area to support customers in reducing consumption and managing costs by using energy more efficiently.",47,['program'],emera,FALSE
"As part of our business strategy, we engage in open communication and meaningful consultation on new and developing energy projects so we can learn about the unique perspectives, concerns and interests of our Indigenous and Native American partners.",47,['project'],emera,FALSE
"In 2021, our team members in Canada joined in marking the inaugural National Day for Truth and Reconciliation to remember the tragic legacy of Canadas residential school system and to honour survivors, their families and communities.",47,['system'],emera,FALSE
"SOCIAL KEY EXAMPLES Native American Scholarship Program Since 2011, New Mexico Gas Native American Scholarship Program has awarded over $384,000 USD to 205 Native American students heading into post-secondary education.",48,['program'],emera,FALSE
"In addition to business partnerships, training opportunities and our annual Nova Scotia Power Mikmaw Bursary Program, the team is now working to increase understanding of Indigenous culture and history within our communities.",48,['program'],emera,FALSE
"In addition to associate, bachelors, or masters degrees, the scholarship program is also open to students pursuing certification from a trade school or specialized technical training.",48,['program'],emera,FALSE
"In 2021, the SMC developed an ESG tracking tool to help record our progress against key ESG goals and targets and facilitated further integration of material ESG factors into our established risk management program (see Enterprise Risk Management).",51,['program'],emera,FALSE
"Complementing our ERM Program, we also have a strong Compliance Management System to ensure our companies, teams and activities and individual employees comply with all federal, state, provincial and local laws and regulations.",54,"['program', 'system']",emera,FALSE
Empowering our teams and communities OVERSIGHT Corporate governance POLICIES & PROGRAMS Risk and Sustainability Committee Sustainability Management Committee Executive ownership: Chief Legal & Enterprise Risk Management Program Compliance Management Systems Anti-Corruption Policies Compliance Officer Enterprise Risk Management Committee Emeras Enterprise Risk Management (ERM) Program is overseen by our Board of Directors and its Risk and Sustainability Committee and managed by Emeras Enterprise Risk Management Committee (ERMC).,54,"['program', 'system']",emera,FALSE
"Additionally, a comprehensive and ongoing risk assessment is part of every significant project Emera undertakes.",54,['project'],emera,FALSE
"Customers, investors and other stakeholders are placing greater importance on the responsible and comprehensive management of core ESG risks and opportunities, making it critical that ESG is effectively integrated into enterprise risk management programs.",54,['program'],emera,FALSE
The status of key elements of our cybersecurity program is reported to the RSC at each committee meeting.,55,['program'],emera,FALSE
"Our robust cyber risk training program is administered Emera-wide, driving quarterly training and monthly testing for our employees while our Cyber Incident Readiness and Response Protocol prepares us for potential cybersecurity incidents and further increases our resiliency.",55,['program'],emera,FALSE
"Given this growing dependency and the critical need to protect sensitive customer, employee and business data, we strive to ensure digital systems are protected from all cyberattacks, whether criminal or state-sponsored.",55,['system'],emera,FALSE
"Our Corporate Cybersecurity Framework sets out our approach for cybersecurity-related employee communication and training, periodic security testing, program maturity objectives and strategy.",55,['program'],emera,FALSE
Enhancing reliability OVERSIGHT Emera Board Risk and Sustainability Committee Sustainability Management Committee Executive team including Chief Legal & Compliance Officer ESG FACTORS Cybersecurity POLICIES & PROGRAMS Corporate Cybersecurity Framework Cyber risk training programs Our approach to cybersecurity is led by our senior leadership team with direct oversight from the Risk and Sustainability Committee (RSC) of the Board.,55,['program'],emera,FALSE
CORPORATE GOVERNANCE Shareholder engagement Succession planning Policies and protocols 2021 2020 2019 2018 2017 GRI and SASB Disclosures Emera is committed to open communication with shareholders and has a robust shareholder engagement program.,61,['program'],emera,FALSE
"These include our Code of Conduct, Anti-Corruption Compliance Program and Policy, Respectful Workplace Policy and Procedure, Safety Management System, Environmental Management System, ethics hotline, Disclosure Policy, Conflict of Interest protocol, Crisis Management Team Charter and Crisis Management protocols, Cybersecurity protocols, pandemic protocols, Board of Directors Charter, Risk and Sustainability Committee Charter, Sustainability Management Committee Charter, and Procurement Policy Guidelines.",61,"['program', 'system']",emera,FALSE
Emera also supports the principles of the Electricity Canadas Sustainable Electricity program.,64,['program'],emera,FALSE
We are also informed by the EEI/AGA ESG reporting template and Electricity Canadas Sustainable Electricity Program.,67,['program'],emera,FALSE
"Additional detail was provided for specific management approaches for water, biodiversity and waste.",67,['biodiversity'],emera,TRUE
"Were also investing in reliability, system expansion and modernization, while staying focused on the cost impacts for customers.",70,['system'],emera,FALSE
"While all programs require employee intermediary identification, training, and awareness, other programs controls are deployed based on the corruption risk of the operating region and intermediary role(s).",71,['program'],emera,FALSE
CONFIRMED INCIDENTS OF CORRUPTION AND ACTION TAKEN Emera has not experienced any corruption incidents as confirmed through quarterly compliance certifications from Emera Company Anti-Corruption Program Managers and Compliance Officers to the Emera Chief Legal & Compliance Officer.,71,['program'],emera,FALSE
